Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Soul Swallower,4.0,['Green'],['G'],None,['Creature'],['Wurm'],Rare,PSOI,3,3,None,"Trample\nDelirium — At the beginning of your upkeep, if there are four or more card types among cards in your graveyard, put three +1/+1 counters on Soul Swallower."
Silverfur Partisan,3.0,['Green'],['G'],None,['Creature'],"['Wolf', 'Warrior']",Rare,PSOI,2,2,None,"Trample\nWhenever a Wolf or Werewolf you control becomes the target of an instant or sorcery spell, create a 2/2 green Wolf creature token."
Second Harvest,4.0,['Green'],['G'],None,['Instant'],None,Rare,PSOI,None,None,None,"For each token you control, create a token that's a copy of that permanent."
Seasons Past,6.0,['Green'],['G'],None,['Sorcery'],None,Mythic,PSOI,None,None,None,Return any number of cards with different mana values from your graveyard to your hand. Put Seasons Past on the bottom of its owner's library.
Sage of Ancient Lore // Werewolf of Ancient Hunger,5.0,['Green'],['G'],None,['Creature'],['Werewolf'],Rare,PSOI,*,*,None,"Vigilance, trample\nWerewolf of Ancient Hunger's power and toughness are each equal to the total number of cards in all players' hands.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Werewolf of Ancient Hunger."
Hanweir Militia Captain // Westvale Cult Leader,2.0,['White'],['W'],None,['Creature'],"['Human', 'Cleric']",Rare,PSOI,*,*,None,"Westvale Cult Leader's power and toughness are each equal to the number of creatures you control.\nAt the beginning of your end step, create a 1/1 white and black Human Cleric creature token."
Inexorable Blob,3.0,['Green'],['G'],None,['Creature'],['Ooze'],Rare,PSOI,3,3,None,"Delirium — Whenever Inexorable Blob attacks, if there are four or more card types among cards in your graveyard, create a 3/3 green Ooze creature token that's tapped and attacking."
Deathcap Cultivator,2.0,['Green'],"['B', 'G']",None,['Creature'],"['Human', 'Druid']",Rare,PSOI,2,1,None,{T}: Add {B} or {G}.\nDelirium — Deathcap Cultivator has deathtouch as long as there are four or more card types among cards in your graveyard.
Cryptolith Rite,2.0,['Green'],['G'],None,['Enchantment'],None,Rare,PSOI,None,None,None,"Creatures you control have ""{T}: Add one mana of any color."""
Angel of Deliverance,8.0,['White'],['W'],None,['Creature'],['Angel'],Rare,PSOI,6,6,None,"Flying\nDelirium — Whenever Angel of Deliverance deals damage, if there are four or more card types among cards in your graveyard, exile target creature an opponent controls."
Always Watching,3.0,['White'],['W'],None,['Enchantment'],None,Rare,PSOI,None,None,None,Nontoken creatures you control get +1/+1 and have vigilance.
Wolf of Devil's Breach,5.0,['Red'],['R'],None,['Creature'],"['Elemental', 'Wolf']",Mythic,PSOI,5,5,None,"Whenever Wolf of Devil's Breach attacks, you may pay {1}{R} and discard a card. If you do, Wolf of Devil's Breach deals damage to target creature or planeswalker equal to the discarded card's mana value."
"Sorin, Grim Nemesis",6.0,"['Black', 'White']","['B', 'W']",['Legendary'],['Planeswalker'],['Sorin'],Mythic,PSOI,None,None,6,"[+1]: Reveal the top card of your library and put that card into your hand. Each opponent loses life equal to its mana value.\n[−X]: Sorin, Grim Nemesis deals X damage to target creature or planeswalker and you gain X life.\n[−9]: Create a number of 1/1 black Vampire Knight creature tokens with lifelink equal to the highest life total among all players."
Sin Prodder,3.0,['Red'],['R'],None,['Creature'],['Devil'],Rare,PSOI,3,2,None,"Menace\nAt the beginning of your upkeep, reveal the top card of your library. Any opponent may have you put that card into your graveyard. If a player does, Sin Prodder deals damage to that player equal to that card's mana value. Otherwise, put that card into your hand."
Scourge Wolf,2.0,['Red'],['R'],None,['Creature'],"['Wolf', 'Horror']",Rare,PSOI,2,2,None,First strike\nDelirium — Scourge Wolf has double strike as long as there are four or more card types among cards in your graveyard.
Corrupted Grafstone,2.0,None,None,None,['Artifact'],None,Rare,PSOI,None,None,None,Corrupted Grafstone enters the battlefield tapped.\n{T}: Choose a color of a card in your graveyard. Add one mana of that color.
Ravenous Bloodseeker,2.0,['Red'],['R'],None,['Creature'],"['Vampire', 'Berserker']",Uncommon,PSOI,1,3,None,Discard a card: Ravenous Bloodseeker gets +2/-2 until end of turn.
Asylum Visitor,2.0,['Black'],['B'],None,['Creature'],"['Vampire', 'Wizard']",Rare,PSOI,3,1,None,"At the beginning of each player's upkeep, if that player has no cards in hand, you draw a card and you lose 1 life.\nMadness {1}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
Eerie Interlude,3.0,['White'],['W'],None,['Instant'],None,Rare,PSOI,None,None,None,Exile any number of target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.
Welcome to the Fold,4.0,['Blue'],['U'],None,['Sorcery'],None,Rare,PSOI,None,None,None,"Madness {X}{U}{U} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)\nGain control of target creature if its toughness is 2 or less. If this spell's madness cost was paid, instead gain control of that creature if its toughness is X or less."
Incorrigible Youths,5.0,['Red'],['R'],None,['Creature'],['Vampire'],Uncommon,PSOI,4,3,None,"Haste\nMadness {2}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
Brain in a Jar,2.0,None,None,None,['Artifact'],None,Rare,PSOI,None,None,None,"{1}, {T}: Put a charge counter on Brain in a Jar, then you may cast an instant or sorcery spell with mana value equal to the number of charge counters on Brain in a Jar from your hand without paying its mana cost.\n{3}, {T}, Remove X charge counters from Brain in a Jar: Scry X."
Thing in the Ice // Awoken Horror,2.0,['Blue'],['U'],None,['Creature'],"['Kraken', 'Horror']",Rare,PSOI,7,8,None,"When this creature transforms into Awoken Horror, return all non-Horror creatures to their owners' hands."
Harness the Storm,3.0,['Red'],['R'],None,['Enchantment'],None,Rare,PSOI,None,None,None,"Whenever you cast an instant or sorcery spell from your hand, you may cast target card with the same name as that spell from your graveyard. (You still pay its costs.)"
Bygone Bishop,3.0,['White'],['W'],None,['Creature'],"['Spirit', 'Cleric']",Rare,PSOI,2,3,None,"Flying\nWhenever you cast a creature spell with mana value 3 or less, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")"
Burn from Within,1.0,['Red'],['R'],None,['Sorcery'],None,Rare,PSOI,None,None,None,"Burn from Within deals X damage to any target. If a creature is dealt damage this way, it loses indestructible until end of turn. If that creature would die this turn, exile it instead."
Goldnight Castigator,4.0,['Red'],['R'],None,['Creature'],['Angel'],Mythic,PSOI,4,9,None,"Flying, haste\nIf a source would deal damage to you, it deals double that damage to you instead.\nIf a source would deal damage to Goldnight Castigator, it deals double that damage to Goldnight Castigator instead."
Startled Awake // Persistent Nightmare,4.0,['Blue'],['U'],None,['Creature'],['Nightmare'],Mythic,PSOI,1,1,None,"Skulk (This creature can't be blocked by creatures with greater power.)\nWhen Persistent Nightmare deals combat damage to a player, return it to its owner's hand."
Prized Amalgam,3.0,"['Black', 'Blue']","['B', 'U']",None,['Creature'],['Zombie'],Rare,PSOI,3,3,None,"Whenever a creature enters the battlefield, if it entered from your graveyard or you cast it from your graveyard, return Prized Amalgam from your graveyard to the battlefield tapped at the beginning of the next end step."
Rattlechains,2.0,['Blue'],['U'],None,['Creature'],['Spirit'],Rare,PSOI,2,1,None,"Flash\nFlying\nWhen Rattlechains enters the battlefield, target Spirit gains hexproof until end of turn.\nYou may cast Spirit spells as though they had flash."
Relentless Dead,2.0,['Black'],['B'],None,['Creature'],['Zombie'],Mythic,PSOI,2,2,None,"Menace (This creature can't be blocked except by two or more creatures.)\nWhen Relentless Dead dies, you may pay {B}. If you do, return it to its owner's hand.\nWhen Relentless Dead dies, you may pay {X}. If you do, return another target Zombie creature card with mana value X from your graveyard to the battlefield."
Geier Reach Bandit // Vildin-Pack Alpha,3.0,['Red'],['R'],None,['Creature'],['Werewolf'],Rare,PSOI,4,3,None,"Whenever a Werewolf enters the battlefield under your control, you may transform it.\nAt the beginning of each upkeep, if a player cast two or more spells last turn, transform Vildin-Pack Alpha."
Flameblade Angel,6.0,['Red'],['R'],None,['Creature'],['Angel'],Rare,PSOI,4,4,None,"Flying\nWhenever a source an opponent controls deals damage to you or a permanent you control, you may have Flameblade Angel deal 1 damage to that source's controller."
"Olivia, Mobilized for War",3.0,"['Black', 'Red']","['B', 'R']",['Legendary'],['Creature'],"['Vampire', 'Knight']",Mythic,PSOI,3,3,None,"Flying\nWhenever another creature enters the battlefield under your control, you may discard a card. If you do, put a +1/+1 counter on that creature, it gains haste until end of turn, and it becomes a Vampire in addition to its other types."
Nephalia Moondrakes,7.0,['Blue'],['U'],None,['Creature'],['Drake'],Rare,PSOI,5,5,None,"Flying\nWhen Nephalia Moondrakes enters the battlefield, target creature gains flying until end of turn.\n{4}{U}{U}, Exile Nephalia Moondrakes from your graveyard: Creatures you control gain flying until end of turn."
Devils' Playground,6.0,['Red'],['R'],None,['Sorcery'],None,Rare,PSOI,None,None,None,"Create four 1/1 red Devil creature tokens. They have ""When this creature dies, it deals 1 damage to any target."""
"Nahiri, the Harbinger",4.0,"['Red', 'White']","['R', 'W']",['Legendary'],['Planeswalker'],['Nahiri'],Mythic,PSOI,None,None,4,"[+2]: You may discard a card. If you do, draw a card.\n[−2]: Exile target enchantment, tapped artifact, or tapped creature.\n[−8]: Search your library for an artifact or creature card, put it onto the battlefield, then shuffle. It gains haste. Return it to your hand at the beginning of the next end step."
"Jace, Unraveler of Secrets",5.0,['Blue'],['U'],['Legendary'],['Planeswalker'],['Jace'],Mythic,PSOI,None,None,5,"[+1]: Scry 1, then draw a card.\n[−2]: Return target creature to its owner's hand.\n[−8]: You get an emblem with ""Whenever an opponent casts their first spell each turn, counter that spell."""
Elusive Tormentor // Insidious Mist,4.0,['Black'],"['B', 'U']",None,['Creature'],"['Vampire', 'Wizard']",Rare,PSOI,4,4,None,"{1}, Discard a card: Transform Elusive Tormentor."
Behold the Beyond,7.0,['Black'],['B'],None,['Sorcery'],None,Mythic,PSOI,None,None,None,"Discard your hand. Search your library for three cards, put them into your hand, then shuffle."
Geralf's Masterpiece,5.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Mythic,PSOI,7,7,None,"Flying\nGeralf's Masterpiece gets -1/-1 for each card in your hand.\n{3}{U}, Discard three cards: Return Geralf's Masterpiece from your graveyard to the battlefield tapped."
Forgotten Creation,4.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Rare,PSOI,3,3,None,"Skulk (This creature can't be blocked by creatures with greater power.)\nAt the beginning of your upkeep, you may discard all the cards in your hand. If you do, draw that many cards."
To the Slaughter,3.0,['Black'],['B'],None,['Instant'],None,Rare,PSOI,None,None,None,"Target player sacrifices a creature or planeswalker.\nDelirium — If there are four or more card types among cards in your graveyard, instead that player sacrifices a creature and a planeswalker."
Falkenrath Gorger,1.0,['Red'],['R'],None,['Creature'],"['Vampire', 'Berserker']",Rare,PSOI,2,1,None,"Each Vampire creature card you own that isn't on the battlefield has madness. The madness cost is equal to its mana cost. (If you discard a card with madness, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)"
Diregraf Colossus,3.0,['Black'],['B'],None,['Creature'],"['Zombie', 'Giant']",Rare,PSOI,2,2,None,"Diregraf Colossus enters the battlefield with a +1/+1 counter on it for each Zombie card in your graveyard.\nWhenever you cast a Zombie spell, create a tapped 2/2 black Zombie creature token."
"Archangel Avacyn // Avacyn, the Purifier",5.0,['Red'],"['R', 'W']",['Legendary'],['Creature'],['Angel'],Mythic,PSOI,6,5,None,"Flying\nWhen this creature transforms into Avacyn, the Purifier, it deals 3 damage to each other creature and each opponent."
Epiphany at the Drownyard,1.0,['Blue'],['U'],None,['Instant'],None,Rare,PSOI,None,None,None,Reveal the top X plus one cards of your library and separate them into two piles. An opponent chooses one of those piles. Put that pile into your hand and the other into your graveyard.
Mindwrack Demon,4.0,['Black'],['B'],None,['Creature'],['Demon'],Mythic,PSOI,4,5,None,"Flying, trample\nWhen Mindwrack Demon enters the battlefield, mill four cards.\nDelirium — At the beginning of your upkeep, you lose 4 life unless there are four or more card types among cards in your graveyard."
Engulf the Shore,4.0,['Blue'],['U'],None,['Instant'],None,Rare,PSOI,None,None,None,Return to their owners' hands all creatures with toughness less than or equal to the number of Islands you control.
Drogskol Cavalry,7.0,['White'],['W'],None,['Creature'],"['Spirit', 'Knight']",Rare,PSOI,4,4,None,"Flying\nWhenever another Spirit enters the battlefield under your control, you gain 2 life.\n{3}{W}: Create a 1/1 white Spirit creature token with flying."
Confirm Suspicions,5.0,['Blue'],['U'],None,['Instant'],None,Rare,PSOI,None,None,None,"Counter target spell.\nInvestigate three times. (To investigate, create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")"
Thalia's Lieutenant,2.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Rare,PSOI,1,1,None,"When Thalia's Lieutenant enters the battlefield, put a +1/+1 counter on each other Human you control.\nWhenever another Human enters the battlefield under your control, put a +1/+1 counter on Thalia's Lieutenant."
Ever After,6.0,['Black'],['B'],None,['Sorcery'],None,Rare,PSOI,None,None,None,Return up to two target creature cards from your graveyard to the battlefield. Each of those creatures is a black Zombie in addition to its other colors and types. Put Ever After on the bottom of its owner's library.
"Odric, Lunarch Marshal",4.0,['White'],['W'],['Legendary'],['Creature'],"['Human', 'Soldier']",Rare,PSOI,3,3,None,"At the beginning of each combat, creatures you control gain first strike until end of turn if a creature you control has first strike. The same is true for flying, deathtouch, double strike, haste, hexproof, indestructible, lifelink, menace, reach, skulk, trample, and vigilance."
Descend upon the Sinful,6.0,['White'],['W'],None,['Sorcery'],None,Mythic,PSOI,None,None,None,Exile all creatures.\nDelirium — Create a 4/4 white Angel creature token with flying if there are four or more card types among cards in your graveyard.
"Westvale Abbey // Ormendahl, Profane Prince",0.0,['Black'],['B'],['Legendary'],['Creature'],['Demon'],Rare,PSOI,9,7,None,"Flying, lifelink, indestructible, haste"
Port Town,0.0,None,"['U', 'W']",None,['Land'],None,Rare,PSOI,None,None,None,"As Port Town enters the battlefield, you may reveal a Plains or Island card from your hand. If you don't, Port Town enters the battlefield tapped.\n{T}: Add {W} or {U}."
Game Trail,0.0,None,"['G', 'R']",None,['Land'],None,Rare,PSOI,None,None,None,"As Game Trail enters the battlefield, you may reveal a Mountain or Forest card from your hand. If you don't, Game Trail enters the battlefield tapped.\n{T}: Add {R} or {G}."
Fortified Village,0.0,None,"['G', 'W']",None,['Land'],None,Rare,PSOI,None,None,None,"As Fortified Village enters the battlefield, you may reveal a Forest or Plains card from your hand. If you don't, Fortified Village enters the battlefield tapped.\n{T}: Add {G} or {W}."
Foreboding Ruins,0.0,None,"['B', 'R']",None,['Land'],None,Rare,PSOI,None,None,None,"As Foreboding Ruins enters the battlefield, you may reveal a Swamp or Mountain card from your hand. If you don't, Foreboding Ruins enters the battlefield tapped.\n{T}: Add {B} or {R}."
From Under the Floorboards,5.0,['Black'],['B'],None,['Sorcery'],None,Rare,PSOI,None,None,None,"Madness {X}{B}{B} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)\nCreate three tapped 2/2 black Zombie creature tokens and you gain 3 life. If this spell's madness cost was paid, instead create X of those tokens and you gain X life."
Drownyard Temple,0.0,None,None,None,['Land'],None,Rare,PSOI,None,None,None,{T}: Add {C}.\n{3}: Return Drownyard Temple from your graveyard to the battlefield tapped.
Invocation of Saint Traft,3.0,"['Blue', 'White']","['U', 'W']",None,['Enchantment'],['Aura'],Rare,PSOI,None,None,None,"Enchant creature\nEnchanted creature has ""Whenever this creature attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat."""
Choked Estuary,0.0,None,"['B', 'U']",None,['Land'],None,Rare,PSOI,None,None,None,"As Choked Estuary enters the battlefield, you may reveal an Island or Swamp card from your hand. If you don't, Choked Estuary enters the battlefield tapped.\n{T}: Add {U} or {B}."
Avacyn's Judgment,2.0,['Red'],['R'],None,['Sorcery'],None,Rare,PSOI,None,None,None,"Madness {X}{R} (If you discard this card, discard it into exile. When you do, cast it for its madness cost or put it into your graveyard.)\nAvacyn's Judgment deals 2 damage divided as you choose among any number of targets. If this spell's madness cost was paid, it deals X damage divided as you choose among those permanents and/or players instead."
Tamiyo's Journal,5.0,None,None,['Legendary'],['Artifact'],None,Rare,PSOI,None,None,None,"At the beginning of your upkeep, investigate. (Create a colorless Clue artifact token with ""{2}, Sacrifice this artifact: Draw a card."")\n{T}, Sacrifice three Clues: Search your library for a card, put that card into your hand, then shuffle."
Declaration in Stone,2.0,['White'],['W'],None,['Sorcery'],None,Rare,PSOI,None,None,None,Exile target creature and all other creatures its controller controls with the same name as that creature. That player investigates for each nontoken creature exiled this way.
Slayer's Plate,3.0,None,None,None,['Artifact'],['Equipment'],Rare,PSOI,None,None,None,"Equipped creature gets +4/+2.\nWhenever equipped creature dies, if it was a Human, create a 1/1 white Spirit creature token with flying.\nEquip {3}"
Markov Dreadknight,5.0,['Black'],['B'],None,['Creature'],"['Vampire', 'Knight']",Rare,PSOI,3,3,None,"Flying\n{2}{B}, Discard a card: Put two +1/+1 counters on Markov Dreadknight."
