Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
"Odric, Blood-Cursed",3.0,"['Red', 'White']","['R', 'W']",['Legendary'],['Creature'],"['Vampire', 'Soldier']",Rare,VOW,3,3,None,"When Odric, Blood-Cursed enters the battlefield, create X Blood tokens, where X is the number of abilities from among flying, first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance found among creatures you control. (Count each ability only once.)"
Innocent Traveler // Malicious Invader,4.0,['Black'],['B'],None,['Creature'],['Human'],Uncommon,VOW,1,3,None,"At the beginning of your upkeep, any opponent may sacrifice a creature. If no one does, transform Innocent Traveler."
Markov Waltzer,4.0,"['Red', 'White']","['R', 'W']",None,['Creature'],['Vampire'],Uncommon,VOW,1,3,None,"Flying, haste\nAt the beginning of combat on your turn, up to two target creatures you control each get +1/+0 until end of turn."
Hero's Downfall,3.0,['Black'],['B'],None,['Instant'],None,Uncommon,VOW,None,None,None,Destroy target creature or planeswalker.
Markov Purifier,3.0,"['Black', 'White']","['B', 'W']",None,['Creature'],"['Vampire', 'Cleric']",Uncommon,VOW,2,3,None,"Lifelink\nAt the beginning of your end step, if you gained life this turn, you may pay {2}. If you do, draw a card."
"Kaya, Geist Hunter",3.0,"['Black', 'White']","['B', 'W']",['Legendary'],['Planeswalker'],['Kaya'],Mythic,VOW,None,None,3,"[+1]: Creatures you control gain deathtouch until end of turn. Put a +1/+1 counter on up to one target creature token you control.\n[−2]: Until end of turn, if one or more tokens would be created under your control, twice that many of those tokens are created instead.\n[−6]: Exile all cards from all graveyards, then create a 1/1 white Spirit creature token with flying for each card exiled this way."
"Henrika Domnathi // Henrika, Infernal Seer",4.0,['Black'],['B'],['Legendary'],['Creature'],['Vampire'],Mythic,VOW,1,3,None,"Flying\nAt the beginning of combat on your turn, choose one that hasn't been chosen —\n• Each player sacrifices a creature.\n• You draw a card and you lose 1 life.\n• Transform Henrika Domnathi."
Headless Rider,3.0,['Black'],['B'],None,['Creature'],['Zombie'],Rare,VOW,3,1,None,"Whenever Headless Rider or another nontoken Zombie you control dies, create a 2/2 black Zombie creature token."
Groom's Finery,2.0,['Black'],['B'],None,['Artifact'],['Equipment'],Uncommon,VOW,None,None,None,Equipped creature gets +2/+0. It gets an additional +0/+2 and has deathtouch as long as an Equipment named Bride's Gown is attached to a creature you control.\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)
Grisly Ritual,6.0,['Black'],['B'],None,['Sorcery'],None,Common,VOW,None,None,None,"Destroy target creature or planeswalker. Create two Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")"
Graf Reaver,2.0,['Black'],['B'],None,['Creature'],"['Zombie', 'Warrior']",Rare,VOW,3,3,None,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Graf Reaver exploits a creature, destroy target planeswalker.\nAt the beginning of your upkeep, Graf Reaver deals 1 damage to you."
Gluttonous Guest,3.0,['Black'],['B'],None,['Creature'],['Vampire'],Common,VOW,1,4,None,"When Gluttonous Guest enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\nWhenever you sacrifice a Blood token, you gain 1 life."
Gift of Fangs,1.0,['Black'],['B'],None,['Enchantment'],['Aura'],Common,VOW,None,None,None,"Enchant creature\nEnchanted creature gets +2/+2 as long as it's a Vampire. Otherwise, it gets -2/-2."
Fell Stinger,3.0,['Black'],['B'],None,['Creature'],"['Zombie', 'Scorpion']",Uncommon,VOW,3,2,None,"Deathtouch\nExploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Fell Stinger exploits a creature, target player draws two cards and loses 2 life."
Falkenrath Forebear,3.0,['Black'],['B'],None,['Creature'],['Vampire'],Rare,VOW,3,1,None,"Flying\nFalkenrath Forebear can't block.\nWhenever Falkenrath Forebear deals combat damage to a player, create a Blood token.\n{B}, Sacrifice two Blood tokens: Return Falkenrath Forebear from your graveyard to the battlefield."
Edgar's Awakening,5.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,VOW,None,None,None,"Return target creature card from your graveyard to the battlefield.\nWhen you discard Edgar's Awakening, you may pay {B}. When you do, return target creature card from your graveyard to your hand."
Dying to Serve,3.0,['Black'],['B'],None,['Enchantment'],None,Rare,VOW,None,None,None,"Whenever you discard one or more cards, create a tapped 2/2 black Zombie creature token. This ability triggers only once each turn."
"Halana and Alena, Partners",4.0,"['Green', 'Red']","['G', 'R']",['Legendary'],['Creature'],"['Human', 'Ranger']",Rare,VOW,2,3,None,"First strike, reach\nAt the beginning of combat on your turn, put X +1/+1 counters on another target creature you control, where X is Halana and Alena's power. That creature gains haste until end of turn."
Dreadfeast Demon,7.0,['Black'],['B'],None,['Creature'],['Demon'],Rare,VOW,6,6,None,"Flying\nAt the beginning of your end step, sacrifice a non-Demon creature. If you do, create a token that's a copy of Dreadfeast Demon."
"Grolnok, the Omnivore",4.0,"['Green', 'Blue']","['G', 'U']",['Legendary'],['Creature'],['Frog'],Rare,VOW,3,3,None,"Whenever a Frog you control attacks, mill three cards.\nWhenever a permanent card is put into your graveyard from your library, exile it with a croak counter on it.\nYou may play lands and cast spells from among cards you own in exile with croak counters on them."
Dread Fugue,1.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,VOW,None,None,None,"Cleave {2}{B} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nTarget player reveals their hand. You choose a nonland card from it [with mana value 2 or less]. That player discards that card."
Doomed Dissenter,2.0,['Black'],['B'],None,['Creature'],['Human'],Common,VOW,1,1,None,"When Doomed Dissenter dies, create a 2/2 black Zombie creature token."
Diregraf Scavenger,4.0,['Black'],['B'],None,['Creature'],"['Zombie', 'Bear']",Common,VOW,2,3,None,"Deathtouch\nWhen Diregraf Scavenger enters the battlefield, exile up to one target card from a graveyard. If a creature card was exiled this way, each opponent loses 2 life and you gain 2 life."
Desperate Farmer // Depraved Harvester,3.0,['Black'],['B'],None,['Creature'],"['Human', 'Peasant']",Common,VOW,2,2,None,"Lifelink\nWhen another creature you control dies, transform Desperate Farmer."
Demonic Bargain,3.0,['Black'],['B'],None,['Sorcery'],None,Rare,VOW,None,None,None,"Exile the top thirteen cards of your library, then search your library for a card. Put that card into your hand, then shuffle."
Courier Bat,3.0,['Black'],['B'],None,['Creature'],['Bat'],Common,VOW,2,2,None,"Flying\nWhen Courier Bat enters the battlefield, if you gained life this turn, return up to one target creature card from your graveyard to your hand."
Concealing Curtains // Revealing Eye,1.0,['Black'],['B'],None,['Creature'],['Wall'],Rare,VOW,0,4,None,Defender\n{2}{B}: Transform Concealing Curtains. Activate only as a sorcery.
Cemetery Desecrator,6.0,['Black'],['B'],None,['Creature'],['Zombie'],Mythic,VOW,4,4,None,"Menace\nWhen Cemetery Desecrator enters the battlefield or dies, exile another card from a graveyard. When you do, choose one —\n• Remove X counters from target permanent, where X is the mana value of the exiled card.\n• Target creature an opponent controls gets -X/-X until end of turn, where X is the mana value of the exiled card."
Catapult Fodder // Catapult Captain,3.0,['Black'],['B'],None,['Creature'],['Zombie'],Uncommon,VOW,1,5,None,"At the beginning of combat on your turn, if you control three or more creatures that each have toughness greater than their power, transform Catapult Fodder."
Thirst for Discovery,3.0,['Blue'],['U'],None,['Instant'],None,Uncommon,VOW,None,None,None,Draw three cards. Then discard two cards unless you discard a basic land card.
Bloodcrazed Socialite,4.0,['Black'],['B'],None,['Creature'],['Vampire'],Common,VOW,3,3,None,"Menace\nWhen Bloodcrazed Socialite enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\nWhenever Bloodcrazed Socialite attacks, you may sacrifice a Blood token. If you do, it gets +2/+2 until end of turn."
"Eruth, Tormented Prophet",3.0,"['Red', 'Blue']","['R', 'U']",['Legendary'],['Creature'],"['Human', 'Wizard']",Rare,VOW,2,4,None,"If you would draw a card, exile the top two cards of your library instead. You may play those cards this turn."
Bloodvial Purveyor,4.0,['Black'],['B'],None,['Creature'],['Vampire'],Rare,VOW,5,6,None,"Flying, trample\nWhenever an opponent casts a spell, that player creates a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\nWhenever Bloodvial Purveyor attacks, it gets +1/+0 until end of turn for each Blood token defending player controls."
"Edgar, Charmed Groom // Edgar Markov's Coffin",4.0,"['Black', 'White']","['B', 'W']",['Legendary'],['Creature'],"['Vampire', 'Noble']",Rare,VOW,4,4,None,"Other Vampires you control get +1/+1.\nWhen Edgar, Charmed Groom dies, return it to the battlefield transformed under its owner's control."
Bloodsworn Squire // Bloodsworn Knight,4.0,['Black'],['B'],None,['Creature'],"['Vampire', 'Soldier']",Uncommon,VOW,3,3,None,"{1}{B}, Discard a card: Bloodsworn Squire gains indestructible until end of turn. Tap it. Then if there are four or more creature cards in your graveyard, transform Bloodsworn Squire. (Damage and effects that say ""destroy"" don't destroy it.)"
Blood Fountain,1.0,['Black'],['B'],None,['Artifact'],None,Common,VOW,None,None,None,"When Blood Fountain enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\n{3}{B}, {T}, Sacrifice Blood Fountain: Return up to two target creature cards from your graveyard to your hand."
Bleed Dry,4.0,['Black'],['B'],None,['Instant'],None,Common,VOW,None,None,None,"Target creature gets -13/-13 until end of turn. If that creature would die this turn, exile it instead."
"Dorothea, Vengeful Victim // Dorothea's Retribution",2.0,"['Blue', 'White']","['U', 'W']",['Legendary'],['Creature'],['Spirit'],Rare,VOW,4,4,None,"Flying\nWhen Dorothea, Vengeful Victim attacks or blocks, sacrifice it at end of combat.\nDisturb {1}{W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)"
Archghoul of Thraben,3.0,['Black'],['B'],None,['Creature'],"['Zombie', 'Cleric']",Uncommon,VOW,3,2,None,"Whenever Archghoul of Thraben or another Zombie you control dies, look at the top card of your library. If it's a Zombie card, you may reveal it and put it into your hand. If you don't put the card into your hand, you may put it into your graveyard."
Witness the Future,3.0,['Blue'],['U'],None,['Sorcery'],None,Uncommon,VOW,None,None,None,"Target player shuffles up to four target cards from their graveyard into their library. You look at the top four cards of your library, then put one of those cards into your hand and the rest on the bottom of your library in a random order."
Aim for the Head,3.0,['Black'],['B'],None,['Sorcery'],None,Common,VOW,None,None,None,Choose one —\n• Exile target Zombie.\n• Target opponent exiles two cards from their hand.
Wretched Throng,2.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Common,VOW,2,1,None,"When Wretched Throng dies, you may search your library for a card named Wretched Throng, reveal it, put it into your hand, then shuffle."
Wanderlight Spirit,3.0,['Blue'],['U'],None,['Creature'],['Spirit'],Common,VOW,2,3,None,Flying\nWanderlight Spirit can block only creatures with flying.
Syphon Essence,3.0,['Blue'],['U'],None,['Instant'],None,Common,VOW,None,None,None,"Counter target creature or planeswalker spell. Create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")"
Child of the Pack // Savage Packmate,4.0,"['Green', 'Red']","['G', 'R']",None,['Creature'],"['Human', 'Werewolf']",Uncommon,VOW,2,5,None,"{2}{R}{G}: Create a 2/2 green Wolf creature token.\nDaybound (If a player casts no spells during their own turn, it becomes night next turn.)"
Winged Portent,3.0,['Blue'],"['G', 'U']",None,['Instant'],None,Rare,VOW,None,None,None,"Cleave {4}{G}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nDraw a card for each creature [with flying] you control."
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,VOW,None,None,None,({T}: Add {R}.)
Whispering Wizard,4.0,['Blue'],['U'],None,['Creature'],"['Human', 'Wizard']",Uncommon,VOW,3,2,None,"Whenever you cast a noncreature spell, create a 1/1 white Spirit creature token with flying. This ability triggers only once each turn."
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,VOW,None,None,None,({T}: Add {R}.)
Wash Away,1.0,['Blue'],['U'],None,['Instant'],None,Uncommon,VOW,None,None,None,"Cleave {1}{U}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nCounter target spell [that wasn't cast from its owner's hand]."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,VOW,None,None,None,({T}: Add {B}.)
Syncopate,1.0,['Blue'],['U'],None,['Instant'],None,Common,VOW,None,None,None,"Counter target spell unless its controller pays {X}. If that spell is countered this way, exile it instead of putting it into its owner's graveyard."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,VOW,None,None,None,({T}: Add {B}.)
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,VOW,None,None,None,({T}: Add {G}.)
Stormchaser Drake,2.0,['Blue'],['U'],None,['Creature'],['Drake'],Uncommon,VOW,2,1,None,"Flying\nWhenever Stormchaser Drake becomes the target of a spell you control, draw a card."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,VOW,None,None,None,({T}: Add {U}.)
Stitched Assistant,3.0,['Blue'],['U'],None,['Creature'],['Zombie'],Common,VOW,3,2,None,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Stitched Assistant exploits a creature, scry 1, then draw a card. (To scry 1, look at the top card of your library, then you may put that card on the bottom of your library.)"
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,VOW,None,None,None,({T}: Add {U}.)
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,VOW,None,None,None,({T}: Add {G}.)
Steelclad Spirit,2.0,['Blue'],['U'],None,['Creature'],['Spirit'],Common,VOW,3,3,None,"Defender\nWhenever an enchantment enters the battlefield under your control, Steelclad Spirit can attack this turn as though it didn't have defender."
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,VOW,None,None,None,({T}: Add {W}.)
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,VOW,None,None,None,({T}: Add {W}.)
Ceremonial Knife,1.0,None,None,None,['Artifact'],['Equipment'],Common,VOW,None,None,None,"Equipped creature gets +1/+0 and has ""Whenever this creature deals combat damage, create a Blood token."" (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\nEquip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)"
Soulcipher Board // Cipherbound Spirit,2.0,['Blue'],['U'],None,['Artifact'],None,Uncommon,VOW,None,None,None,"Soulcipher Board enters the battlefield with three omen counters on it.\n{1}{U}, {T}: Look at the top two cards of your library. Put one of them into your graveyard.\nWhenever a creature card is put into your graveyard from anywhere, remove an omen counter from Soulcipher Board. Then if it has no omen counters on it, transform it."
Shattered Sanctum,0.0,None,"['B', 'W']",None,['Land'],None,Rare,VOW,None,None,None,Shattered Sanctum enters the battlefield tapped unless you control two or more other lands.\n{T}: Add {W} or {B}.
Skywarp Skaab,5.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Drake']",Common,VOW,2,5,None,"Flying\nWhen Skywarp Skaab enters the battlefield, you may exile two creature cards from your graveyard. If you do, draw a card."
Sundown Pass,0.0,None,"['R', 'W']",None,['Land'],None,Rare,VOW,None,None,None,Sundown Pass enters the battlefield tapped unless you control two or more other lands.\n{T}: Add {R} or {W}.
Serpentine Ambush,2.0,['Blue'],['U'],None,['Instant'],None,Common,VOW,None,None,None,"Until end of turn, target creature becomes a blue Serpent with base power and toughness 5/5."
Voldaren Estate,0.0,None,None,None,['Land'],None,Rare,VOW,None,None,None,"{T}: Add {C}.\n{T}, Pay 1 life: Add one mana of any color. Spend this mana only to cast a Vampire spell.\n{5}, {T}: Create a Blood token. This ability costs {1} less to activate for each Vampire you control. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")"
Selhoff Entomber,2.0,['Blue'],['U'],None,['Creature'],['Zombie'],Common,VOW,1,3,None,"{T}, Discard a creature card: Draw a card."
Stormcarved Coast,0.0,None,"['R', 'U']",None,['Land'],None,Rare,VOW,None,None,None,Stormcarved Coast enters the battlefield tapped unless you control two or more other lands.\n{T}: Add {U} or {R}.
Screaming Swarm,6.0,['Blue'],['U'],None,['Creature'],"['Bird', 'Horror']",Uncommon,VOW,4,4,None,"Flying\nWhenever you attack with one or more creatures, target player mills that many cards. (To mill a card, a player puts the top card of their library into their graveyard.)\n{2}{U}: Put Screaming Swarm from your graveyard into your library second from the top."
Evolving Wilds,0.0,None,None,None,['Land'],None,Common,VOW,None,None,None,"{T}, Sacrifice Evolving Wilds: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle."
Scattered Thoughts,4.0,['Blue'],['U'],None,['Instant'],None,Common,VOW,None,None,None,Look at the top four cards of your library. Put two of those cards into your hand and the rest into your graveyard.
Dreamroot Cascade,0.0,None,"['G', 'U']",None,['Land'],None,Rare,VOW,None,None,None,Dreamroot Cascade enters the battlefield tapped unless you control two or more other lands.\n{T}: Add {G} or {U}.
Repository Skaab,4.0,['Blue'],['U'],None,['Creature'],['Zombie'],Common,VOW,3,3,None,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Repository Skaab exploits a creature, return target instant or sorcery card from your graveyard to your hand."
Deathcap Glade,0.0,None,"['B', 'G']",None,['Land'],None,Rare,VOW,None,None,None,Deathcap Glade enters the battlefield tapped unless you control two or more other lands.\n{T}: Add {B} or {G}.
Patchwork Crawler,2.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Rare,VOW,1,2,None,{2}{U}: Exile target creature card from your graveyard and put a +1/+1 counter on Patchwork Crawler.\nPatchwork Crawler has all activated abilities of all creature cards exiled with it.
Investigator's Journal,2.0,None,None,None,['Artifact'],['Clue'],Rare,VOW,None,None,None,"Investigator's Journal enters the battlefield with a number of suspect counters on it equal to the greatest number of creatures a player controls.\n{2}, {T}, Remove a suspect counter from Investigator's Journal: Draw a card.\n{2}, Sacrifice Investigator's Journal: Draw a card."
Overcharged Amalgam,4.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Rare,VOW,3,3,None,"Flash\nFlying\nExploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Overcharged Amalgam exploits a creature, counter target spell, activated ability, or triggered ability."
Wedding Invitation,2.0,None,None,None,['Artifact'],None,Common,VOW,None,None,None,"When Wedding Invitation enters the battlefield, draw a card.\n{T}, Sacrifice Wedding Invitation: Target creature can't be blocked this turn. If it's a Vampire, it also gains lifelink until end of turn."
Necroduality,4.0,['Blue'],['U'],None,['Enchantment'],None,Mythic,VOW,None,None,None,"Whenever a nontoken Zombie enters the battlefield under your control, create a token that's a copy of that creature."
Lantern of the Lost,1.0,None,None,None,['Artifact'],None,Uncommon,VOW,None,None,None,"When Lantern of the Lost enters the battlefield, exile target card from a graveyard.\n{1}, {T}, Exile Lantern of the Lost: Exile all cards from all graveyards, then draw a card."
Dollhouse of Horrors,5.0,None,None,None,['Artifact'],None,Rare,VOW,None,None,None,"{1}, {T}, Exile a creature card from your graveyard: Create a token that's a copy of the exiled card, except it's a 0/0 Construct artifact in addition to its other types and it has ""This creature gets +1/+1 for each Construct you control."" It gains haste until end of turn. Activate only as a sorcery."
Mischievous Catgeist // Catlike Curiosity,2.0,['Blue'],['U'],None,['Creature'],"['Cat', 'Spirit']",Uncommon,VOW,1,1,None,"Whenever Mischievous Catgeist deals combat damage to a player, draw a card.\nDisturb {2}{U} (You may cast this card from your graveyard transformed for its disturb cost.)"
Boarded Window,3.0,None,None,None,['Artifact'],None,Uncommon,VOW,None,None,None,"Creatures attacking you get -1/-0.\nAt the beginning of each end step, if you were dealt 4 or more damage this turn, exile Boarded Window."
Honored Heirloom,3.0,None,None,None,['Artifact'],None,Common,VOW,None,None,None,"{T}: Add one mana of any color.\n{2}, {T}: Exile target card from a graveyard."
Foreboding Statue // Forsaken Thresher,3.0,None,None,None,"['Artifact', 'Creature']",['Construct'],Uncommon,VOW,1,2,None,"{T}: Add one mana of any color. Put an omen counter on Foreboding Statue.\nAt the beginning of your end step, if there are three or more omen counters on Foreboding Statue, untap it, then transform it."
Mirrorhall Mimic // Ghastly Mimicry,4.0,['Blue'],['U'],None,['Creature'],['Spirit'],Rare,VOW,0,0,None,"You may have Mirrorhall Mimic enter the battlefield as a copy of any creature on the battlefield, except it's a Spirit in addition to its other types.\nDisturb {3}{U}{U} (You may cast this card from your graveyard transformed for its disturb cost.)"
Blood Servitor,3.0,None,None,None,"['Artifact', 'Creature']",['Construct'],Common,VOW,2,2,None,"When Blood Servitor enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")"
Lunar Rejection,2.0,['Blue'],['U'],None,['Instant'],None,Uncommon,VOW,None,None,None,"Cleave {3}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nReturn target [Wolf or Werewolf] creature to its owner's hand.\nDraw a card."
Wandering Mind,3.0,"['Red', 'Blue']","['R', 'U']",None,['Creature'],['Horror'],Uncommon,VOW,2,1,None,"Flying\nWhen Wandering Mind enters the battlefield, look at the top six cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order."
Lantern Bearer // Lanterns' Lift,1.0,['Blue'],['U'],None,['Creature'],['Spirit'],Common,VOW,1,1,None,Flying\nDisturb {2}{U} (You may cast this card from your graveyard transformed for its disturb cost.)
Vilespawn Spider,2.0,"['Green', 'Blue']","['G', 'U']",None,['Creature'],['Spider'],Uncommon,VOW,2,3,None,"Reach\nAt the beginning of your upkeep, mill a card. (Put the top card of your library into your graveyard.)\n{2}{G}{U}, {T}, Sacrifice Vilespawn Spider: Create a 1/1 green Insect creature token for each creature card in your graveyard. Activate only as a sorcery."
"Torens, Fist of the Angels",3.0,"['Green', 'White']","['G', 'W']",['Legendary'],['Creature'],"['Human', 'Cleric']",Rare,VOW,2,2,None,"Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)\nWhenever you cast a creature spell, create a 1/1 green and white Human Soldier creature token with training."
Skull Skaab,2.0,"['Black', 'Blue']","['B', 'U']",None,['Creature'],['Zombie'],Uncommon,VOW,2,2,None,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhenever a creature you control exploits a nontoken creature, create a 2/2 black Zombie creature token."
"Jacob Hauken, Inspector // Hauken's Insight",2.0,['Blue'],['U'],['Legendary'],['Creature'],"['Human', 'Advisor']",Mythic,VOW,0,2,None,"{T}: Draw a card, then exile a card from your hand face down. You may look at that card for as long as it remains exiled. You may pay {4}{U}{U}. If you do, transform Jacob Hauken, Inspector."
Inspired Idea,3.0,['Blue'],['U'],None,['Sorcery'],None,Rare,VOW,None,None,None,"Cleave {3}{U}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nDraw three cards. [Your maximum hand size is reduced by three for the rest of the game.]"
Bramble Wurm,7.0,['Green'],['G'],None,['Creature'],['Wurm'],Uncommon,VOW,7,6,None,"Reach, trample\nWhen Bramble Wurm enters the battlefield, you gain 5 life.\n{2}{G}, Exile Bramble Wurm from your graveyard: You gain 5 life."
Brine Comber // Brinebound Gift,3.0,"['Blue', 'White']","['U', 'W']",None,['Creature'],['Spirit'],Uncommon,VOW,1,1,None,"Whenever Brine Comber enters the battlefield or becomes the target of an Aura spell, create a 1/1 white Spirit creature token with flying.\nDisturb {W}{U} (You may cast this card from your graveyard transformed for its disturb cost.)"
Hullbreaker Horror,7.0,['Blue'],['U'],None,['Creature'],"['Kraken', 'Horror']",Rare,VOW,7,8,None,"Flash\nThis spell can't be countered.\nWhenever you cast a spell, choose up to one —\n• Return target spell you don't control to its owner's hand.\n• Return target nonland permanent to its owner's hand."
Bramble Armor,2.0,['Green'],['G'],None,['Artifact'],['Equipment'],Common,VOW,None,None,None,"When Bramble Armor enters the battlefield, attach it to target creature you control.\nEquipped creature gets +2/+1.\nEquip {4} ({4}: Attach to target creature you control. Equip only as a sorcery.)"
Bloodtithe Harvester,2.0,"['Black', 'Red']","['B', 'R']",None,['Creature'],['Vampire'],Uncommon,VOW,3,2,None,"When Bloodtithe Harvester enters the battlefield, create a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\n{T}, Sacrifice Bloodtithe Harvester: Target creature gets -X/-X until end of turn, where X is twice the number of Blood tokens you control. Activate only as a sorcery."
"Anje, Maid of Dishonor",4.0,"['Black', 'Red']","['B', 'R']",['Legendary'],['Creature'],['Vampire'],Rare,VOW,4,5,None,"Whenever Anje, Maid of Dishonor and/or one or more other Vampires enter the battlefield under your control, create a Blood token. This ability triggers only once each turn. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\n{2}, Sacrifice another creature or a Blood token: Each opponent loses 2 life and you gain 2 life."
