Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Nephalia Drownyard,0.0,None,"['B', 'U']",None,['Land'],None,Rare,ISD,None,None,None,"{T}: Add {C}.\n{1}{U}{B}, {T}: Target player mills three cards."
Shimmering Grotto,0.0,None,None,None,['Land'],None,Common,ISD,None,None,None,"{T}: Add {C}.\n{1}, {T}: Add one mana of any color."
Moonmist,2.0,['Green'],['G'],None,['Instant'],None,Common,ISD,None,None,None,Transform all Humans. Prevent all combat damage that would be dealt this turn by creatures other than Werewolves and Wolves. (Only double-faced cards can be transformed.)
Stensia Bloodhall,0.0,None,"['B', 'R']",None,['Land'],None,Rare,ISD,None,None,None,"{T}: Add {C}.\n{3}{B}{R}, {T}: Stensia Bloodhall deals 2 damage to target player or planeswalker."
Naturalize,2.0,['Green'],['G'],None,['Instant'],None,Common,ISD,None,None,None,Destroy target artifact or enchantment.
Sulfur Falls,0.0,None,"['R', 'U']",None,['Land'],None,Rare,ISD,None,None,None,Sulfur Falls enters the battlefield tapped unless you control an Island or a Mountain.\n{T}: Add {U} or {R}.
Orchard Spirit,3.0,['Green'],['G'],None,['Creature'],['Spirit'],Common,ISD,2,2,None,Orchard Spirit can't be blocked except by creatures with flying or reach.
Woodland Cemetery,0.0,None,"['B', 'G']",None,['Land'],None,Rare,ISD,None,None,None,Woodland Cemetery enters the battlefield tapped unless you control a Swamp or a Forest.\n{T}: Add {B} or {G}.
Mulch,2.0,['Green'],['G'],None,['Sorcery'],None,Common,ISD,None,None,None,Reveal the top four cards of your library. Put all land cards revealed this way into your hand and the rest into your graveyard.
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,ISD,None,None,None,({T}: Add {W}.)
Moldgraf Monstrosity,7.0,['Green'],['G'],None,['Creature'],['Insect'],Rare,ISD,8,8,None,"Trample\nWhen Moldgraf Monstrosity dies, exile it, then return two creature cards at random from your graveyard to the battlefield."
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,ISD,None,None,None,({T}: Add {W}.)
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,ISD,None,None,None,({T}: Add {W}.)
Mayor of Avabruck // Howlpack Alpha,2.0,['Green'],['G'],None,['Creature'],"['Human', 'Advisor', 'Werewolf']",Rare,ISD,1,1,None,"Other Human creatures you control get +1/+1.\nAt the beginning of each upkeep, if no spells were cast last turn, transform Mayor of Avabruck."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,ISD,None,None,None,({T}: Add {U}.)
Kindercatch,6.0,['Green'],['G'],None,['Creature'],['Spirit'],Common,ISD,6,6,None,None
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,ISD,None,None,None,({T}: Add {U}.)
Make a Wish,4.0,['Green'],['G'],None,['Sorcery'],None,Uncommon,ISD,None,None,None,Return two cards at random from your graveyard to your hand.
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,ISD,None,None,None,({T}: Add {U}.)
Lumberknot,4.0,['Green'],['G'],None,['Creature'],['Treefolk'],Uncommon,ISD,1,1,None,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)\nWhenever a creature dies, put a +1/+1 counter on Lumberknot."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,ISD,None,None,None,({T}: Add {B}.)
Gutter Grime,5.0,['Green'],['G'],None,['Enchantment'],None,Rare,ISD,None,None,None,"Whenever a nontoken creature you control dies, put a slime counter on Gutter Grime, then create a green Ooze creature token with ""This creature's power and toughness are each equal to the number of slime counters on Gutter Grime."""
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,ISD,None,None,None,({T}: Add {B}.)
Grizzled Outcasts // Krallenhorde Wantons,5.0,['Green'],['G'],None,['Creature'],"['Human', 'Werewolf']",Common,ISD,4,4,None,"At the beginning of each upkeep, if no spells were cast last turn, transform Grizzled Outcasts."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,ISD,None,None,None,({T}: Add {B}.)
Kessig Cagebreakers,5.0,['Green'],['G'],None,['Creature'],"['Human', 'Rogue']",Rare,ISD,3,4,None,"Whenever Kessig Cagebreakers attacks, create a 2/2 green Wolf creature token that's tapped and attacking for each creature card in your graveyard."
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,ISD,None,None,None,({T}: Add {R}.)
Hollowhenge Scavenger,5.0,['Green'],['G'],None,['Creature'],['Elemental'],Uncommon,ISD,4,5,None,"Morbid — When Hollowhenge Scavenger enters the battlefield, if a creature died this turn, you gain 5 life."
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,ISD,None,None,None,({T}: Add {R}.)
Hamlet Captain,2.0,['Green'],['G'],None,['Creature'],"['Human', 'Warrior']",Uncommon,ISD,2,2,None,"Whenever Hamlet Captain attacks or blocks, other Humans you control get +1/+1 until end of turn."
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,ISD,None,None,None,({T}: Add {R}.)
Grave Bramble,3.0,['Green'],['G'],None,['Creature'],['Plant'],Common,ISD,3,4,None,"Defender, protection from Zombies"
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,ISD,None,None,None,({T}: Add {G}.)
Gnaw to the Bone,3.0,['Green'],['G'],None,['Instant'],None,Common,ISD,None,None,None,You gain 2 life for each creature card in your graveyard.\nFlashback {2}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,ISD,None,None,None,({T}: Add {G}.)
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,ISD,None,None,None,({T}: Add {G}.)
Gatstaf Shepherd // Gatstaf Howler,2.0,['Green'],['G'],None,['Creature'],"['Human', 'Werewolf']",Uncommon,ISD,2,2,None,"At the beginning of each upkeep, if no spells were cast last turn, transform Gatstaf Shepherd."
"Garruk Relentless // Garruk, the Veil-Cursed",4.0,['Green'],"['B', 'G']",['Legendary'],['Planeswalker'],['Garruk'],Mythic,ISD,None,None,3,"When Garruk Relentless has two or fewer loyalty counters on him, transform him.\n[0]: Garruk Relentless deals 3 damage to target creature. That creature deals damage equal to its power to him.\n[0]: Create a 2/2 green Wolf creature token."
Full Moon's Rise,2.0,['Green'],['G'],None,['Enchantment'],None,Uncommon,ISD,None,None,None,Werewolf creatures you control get +1/+0 and have trample.\nSacrifice Full Moon's Rise: Regenerate all Werewolf creatures you control.
Falkenrath Marauders,5.0,['Red'],['R'],None,['Creature'],"['Vampire', 'Warrior']",Rare,ISD,2,2,None,"Flying, haste\nWhenever Falkenrath Marauders deals combat damage to a player, put two +1/+1 counters on it."
Festerhide Boar,4.0,['Green'],['G'],None,['Creature'],['Boar'],Common,ISD,3,3,None,Trample\nMorbid — Festerhide Boar enters the battlefield with two +1/+1 counters on it if a creature died this turn.
Devil's Play,1.0,['Red'],['R'],None,['Sorcery'],None,Rare,ISD,None,None,None,Devil's Play deals X damage to any target.\nFlashback {X}{R}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Essence of the Wild,6.0,['Green'],['G'],None,['Creature'],['Avatar'],Mythic,ISD,6,6,None,Creatures you control enter the battlefield as a copy of Essence of the Wild.
Desperate Ravings,2.0,['Red'],"['R', 'U']",None,['Instant'],None,Uncommon,ISD,None,None,None,"Draw two cards, then discard a card at random.\nFlashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
Elder of Laurels,3.0,['Green'],['G'],None,['Creature'],"['Human', 'Advisor']",Rare,ISD,2,3,None,"{3}{G}: Target creature gets +X/+X until end of turn, where X is the number of creatures you control."
Curse of the Pierced Heart,2.0,['Red'],['R'],None,['Enchantment'],"['Aura', 'Curse']",Common,ISD,None,None,None,"Enchant player\nAt the beginning of enchanted player's upkeep, Curse of the Pierced Heart deals 1 damage to that player or a planeswalker that player controls."
Curse of the Nightly Hunt,3.0,['Red'],['R'],None,['Enchantment'],"['Aura', 'Curse']",Uncommon,ISD,None,None,None,Enchant player\nCreatures enchanted player controls attack each combat if able.
Daybreak Ranger // Nightfall Predator,3.0,['Green'],"['G', 'R']",None,['Creature'],"['Human', 'Archer', 'Ranger', 'Werewolf']",Rare,ISD,2,2,None,"{T}: Daybreak Ranger deals 2 damage to target creature with flying.\nAt the beginning of each upkeep, if no spells were cast last turn, transform Daybreak Ranger."
Darkthicket Wolf,2.0,['Green'],['G'],None,['Creature'],['Wolf'],Common,ISD,2,2,None,{2}{G}: Darkthicket Wolf gets +2/+2 until end of turn. Activate only once each turn.
Creeping Renaissance,5.0,['Green'],['G'],None,['Sorcery'],None,Rare,ISD,None,None,None,Choose a permanent type. Return all cards of the chosen type from your graveyard to your hand.\nFlashback {5}{G}{G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Caravan Vigil,1.0,['Green'],['G'],None,['Sorcery'],None,Common,ISD,None,None,None,"Search your library for a basic land card, reveal it, put it into your hand, then shuffle.\nMorbid — You may put that card onto the battlefield instead of putting it into your hand if a creature died this turn."
Bramblecrush,4.0,['Green'],['G'],None,['Sorcery'],None,Uncommon,ISD,None,None,None,Destroy target noncreature permanent.
Curse of Stalked Prey,2.0,['Red'],['R'],None,['Enchantment'],"['Aura', 'Curse']",Rare,ISD,None,None,None,"Enchant player\nWhenever a creature deals combat damage to enchanted player, put a +1/+1 counter on that creature."
Boneyard Wurm,2.0,['Green'],['G'],None,['Creature'],['Wurm'],Uncommon,ISD,*,*,None,Boneyard Wurm's power and toughness are each equal to the number of creature cards in your graveyard.
Crossway Vampire,3.0,['Red'],['R'],None,['Creature'],['Vampire'],Common,ISD,3,2,None,"When Crossway Vampire enters the battlefield, target creature can't block this turn."
Avacyn's Pilgrim,1.0,['Green'],"['G', 'W']",None,['Creature'],"['Human', 'Monk']",Common,ISD,1,1,None,{T}: Add {W}.
Charmbreaker Devils,6.0,['Red'],['R'],None,['Creature'],['Devil'],Rare,ISD,4,4,None,"At the beginning of your upkeep, return an instant or sorcery card at random from your graveyard to your hand.\nWhenever you cast an instant or sorcery spell, Charmbreaker Devils gets +4/+0 until end of turn."
Ambush Viper,2.0,['Green'],['G'],None,['Creature'],['Snake'],Common,ISD,2,1,None,Flash\nDeathtouch
Burning Vengeance,3.0,['Red'],['R'],None,['Enchantment'],None,Uncommon,ISD,None,None,None,"Whenever you cast a spell from your graveyard, Burning Vengeance deals 2 damage to any target."
Village Ironsmith // Ironfang,2.0,['Red'],['R'],None,['Creature'],"['Human', 'Werewolf']",Common,ISD,1,1,None,"First strike\nAt the beginning of each upkeep, if no spells were cast last turn, transform Village Ironsmith."
Brimstone Volley,3.0,['Red'],['R'],None,['Instant'],None,Common,ISD,None,None,None,Brimstone Volley deals 3 damage to any target.\nMorbid — Brimstone Volley deals 5 damage instead if a creature died this turn.
Vampiric Fury,2.0,['Red'],['R'],None,['Instant'],None,Common,ISD,None,None,None,Vampire creatures you control get +2/+0 and gain first strike until end of turn.
Traveler's Amulet,1.0,None,None,None,['Artifact'],None,Common,ISD,None,None,None,"{1}, Sacrifice Traveler's Amulet: Search your library for a basic land card, reveal it, put it into your hand, then shuffle."
Bloodcrazed Neonate,2.0,['Red'],['R'],None,['Creature'],['Vampire'],Common,ISD,2,1,None,"Bloodcrazed Neonate attacks each combat if able.\nWhenever Bloodcrazed Neonate deals combat damage to a player, put a +1/+1 counter on it."
Traitorous Blood,3.0,['Red'],['R'],None,['Sorcery'],None,Common,ISD,None,None,None,Gain control of target creature until end of turn. Untap it. It gains trample and haste until end of turn.
Blasphemous Act,9.0,['Red'],['R'],None,['Sorcery'],None,Rare,ISD,None,None,None,This spell costs {1} less to cast for each creature on the battlefield.\nBlasphemous Act deals 13 damage to each creature.
Balefire Dragon,7.0,['Red'],['R'],None,['Creature'],['Dragon'],Mythic,ISD,6,6,None,"Flying\nWhenever Balefire Dragon deals combat damage to a player, it deals that much damage to each creature that player controls."
Tormented Pariah // Rampaging Werewolf,4.0,['Red'],['R'],None,['Creature'],"['Human', 'Warrior', 'Werewolf']",Common,ISD,3,2,None,"At the beginning of each upkeep, if no spells were cast last turn, transform Tormented Pariah."
Ashmouth Hound,2.0,['Red'],['R'],None,['Creature'],"['Elemental', 'Dog']",Common,ISD,2,1,None,"Whenever Ashmouth Hound blocks or becomes blocked by a creature, Ashmouth Hound deals 1 damage to that creature."
Stromkirk Noble,1.0,['Red'],['R'],None,['Creature'],"['Vampire', 'Noble']",Rare,ISD,1,1,None,"Stromkirk Noble can't be blocked by Humans.\nWhenever Stromkirk Noble deals combat damage to a player, put a +1/+1 counter on it."
Ancient Grudge,2.0,['Red'],"['G', 'R']",None,['Instant'],None,Common,ISD,None,None,None,Destroy target artifact.\nFlashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Skirsdag Cultist,4.0,['Red'],['R'],None,['Creature'],"['Human', 'Shaman']",Uncommon,ISD,2,2,None,"{R}, {T}, Sacrifice a creature: Skirsdag Cultist deals 2 damage to any target."
Walking Corpse,2.0,['Black'],['B'],None,['Creature'],['Zombie'],Common,ISD,2,2,None,None
Scourge of Geier Reach,5.0,['Red'],['R'],None,['Creature'],['Elemental'],Uncommon,ISD,3,3,None,Scourge of Geier Reach gets +1/+1 for each creature your opponents control.
Village Cannibals,3.0,['Black'],['B'],None,['Creature'],['Human'],Uncommon,ISD,2,2,None,"Whenever another Human creature dies, put a +1/+1 counter on Village Cannibals."
Rolling Temblor,3.0,['Red'],['R'],None,['Sorcery'],None,Uncommon,ISD,None,None,None,Rolling Temblor deals 2 damage to each creature without flying.\nFlashback {4}{R}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Victim of Night,2.0,['Black'],['B'],None,['Instant'],None,Common,ISD,None,None,None,"Destroy target non-Vampire, non-Werewolf, non-Zombie creature."
Riot Devils,3.0,['Red'],['R'],None,['Creature'],['Devil'],Common,ISD,2,3,None,None
Vampire Interloper,2.0,['Black'],['B'],None,['Creature'],"['Vampire', 'Scout']",Common,ISD,2,1,None,Flying\nVampire Interloper can't block.
Reckless Waif // Merciless Predator,1.0,['Red'],['R'],None,['Creature'],"['Human', 'Rogue', 'Werewolf']",Uncommon,ISD,1,1,None,"At the beginning of each upkeep, if no spells were cast last turn, transform Reckless Waif."
Rakish Heir,3.0,['Red'],['R'],None,['Creature'],['Vampire'],Uncommon,ISD,2,2,None,"Whenever a Vampire you control deals combat damage to a player, put a +1/+1 counter on it."
Rage Thrower,6.0,['Red'],['R'],None,['Creature'],"['Human', 'Shaman']",Uncommon,ISD,4,2,None,"Whenever another creature dies, Rage Thrower deals 2 damage to target player or planeswalker."
Pitchburn Devils,5.0,['Red'],['R'],None,['Creature'],['Devil'],Common,ISD,3,3,None,"When Pitchburn Devils dies, it deals 3 damage to any target."
Past in Flames,4.0,['Red'],['R'],None,['Sorcery'],None,Mythic,ISD,None,None,None,Each instant and sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost.\nFlashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Nightbird's Clutches,2.0,['Red'],['R'],None,['Sorcery'],None,Common,ISD,None,None,None,Up to two target creatures can't block this turn.\nFlashback {3}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Night Revelers,5.0,['Red'],['R'],None,['Creature'],['Vampire'],Common,ISD,4,4,None,Night Revelers has haste as long as an opponent controls a Human.
Silver-Inlaid Dagger,1.0,None,None,None,['Artifact'],['Equipment'],Uncommon,ISD,None,None,None,"Equipped creature gets +2/+0.\nAs long as equipped creature is a Human, it gets an additional +1/+0.\nEquip {2}"
Kruin Outlaw // Terror of Kruin Pass,3.0,['Red'],['R'],None,['Creature'],"['Human', 'Rogue', 'Werewolf']",Rare,ISD,2,2,None,"First strike\nAt the beginning of each upkeep, if no spells were cast last turn, transform Kruin Outlaw."
Kessig Wolf,3.0,['Red'],['R'],None,['Creature'],['Wolf'],Common,ISD,3,1,None,{1}{R}: Kessig Wolf gains first strike until end of turn.
Sharpened Pitchfork,2.0,None,None,None,['Artifact'],['Equipment'],Uncommon,ISD,None,None,None,"Equipped creature has first strike.\nAs long as equipped creature is a Human, it gets +1/+1.\nEquip {1}"
Into the Maw of Hell,6.0,['Red'],['R'],None,['Sorcery'],None,Uncommon,ISD,None,None,None,Destroy target land. Into the Maw of Hell deals 13 damage to target creature.
Runechanter's Pike,2.0,None,None,None,['Artifact'],['Equipment'],Rare,ISD,None,None,None,"Equipped creature has first strike and gets +X/+0, where X is the number of instant and sorcery cards in your graveyard.\nEquip {2}"
Instigator Gang // Wildblood Pack,4.0,['Red'],['R'],None,['Creature'],"['Human', 'Werewolf']",Rare,ISD,2,3,None,"Attacking creatures you control get +1/+0.\nAt the beginning of each upkeep, if no spells were cast last turn, transform Instigator Gang."
Infernal Plunge,1.0,['Red'],['R'],None,['Sorcery'],None,Common,ISD,None,None,None,"As an additional cost to cast this spell, sacrifice a creature.\nAdd {R}{R}{R}."
One-Eyed Scarecrow,3.0,None,None,None,"['Artifact', 'Creature']",['Scarecrow'],Common,ISD,2,3,None,Defender\nCreatures with flying your opponents control get -1/-0.
Heretic's Punishment,5.0,['Red'],['R'],None,['Enchantment'],None,Rare,ISD,None,None,None,"{3}{R}: Choose any target, then mill three cards. Heretic's Punishment deals damage to that permanent or player equal to the highest mana value among the milled cards."
Harvest Pyre,2.0,['Red'],['R'],None,['Instant'],None,Common,ISD,None,None,None,"As an additional cost to cast this spell, exile X cards from your graveyard.\nHarvest Pyre deals X damage to target creature."
Hanweir Watchkeep // Bane of Hanweir,3.0,['Red'],['R'],None,['Creature'],"['Human', 'Warrior', 'Werewolf']",Uncommon,ISD,1,5,None,"Defender\nAt the beginning of each upkeep, if no spells were cast last turn, transform Hanweir Watchkeep."
Geistflame,1.0,['Red'],['R'],None,['Instant'],None,Common,ISD,None,None,None,Geistflame deals 1 damage to any target.\nFlashback {3}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Furor of the Bitten,1.0,['Red'],['R'],None,['Enchantment'],['Aura'],Common,ISD,None,None,None,Enchant creature\nEnchanted creature gets +2/+2 and attacks each combat if able.
Feral Ridgewolf,3.0,['Red'],['R'],None,['Creature'],['Wolf'],Common,ISD,1,2,None,Trample\n{1}{R}: Feral Ridgewolf gets +2/+0 until end of turn.
Ulvenwald Mystics // Ulvenwald Primordials,4.0,['Green'],['G'],None,['Creature'],"['Human', 'Shaman', 'Werewolf']",Uncommon,ISD,3,3,None,"At the beginning of each upkeep, if no spells were cast last turn, transform Ulvenwald Mystics."
Stony Silence,2.0,['White'],['W'],None,['Enchantment'],None,Rare,ISD,None,None,None,Activated abilities of artifacts can't be activated.
Snapcaster Mage,2.0,['Blue'],['U'],None,['Creature'],"['Human', 'Wizard']",Rare,ISD,2,1,None,"Flash\nWhen Snapcaster Mage enters the battlefield, target instant or sorcery card in your graveyard gains flashback until end of turn. The flashback cost is equal to its mana cost. (You may cast that card from your graveyard for its flashback cost. Then exile it.)"
Spectral Rider,2.0,['White'],['W'],None,['Creature'],"['Spirit', 'Knight']",Uncommon,ISD,2,2,None,Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Skaab Ruinator,3.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Mythic,ISD,5,6,None,"As an additional cost to cast this spell, exile three creature cards from your graveyard.\nFlying\nYou may cast Skaab Ruinator from your graveyard."
Spare from Evil,2.0,['White'],['W'],None,['Instant'],None,Common,ISD,None,None,None,Creatures you control gain protection from non-Human creatures until end of turn.
Skaab Goliath,6.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Giant']",Uncommon,ISD,6,9,None,"As an additional cost to cast this spell, exile two creature cards from your graveyard.\nTrample"
Smite the Monstrous,4.0,['White'],['W'],None,['Instant'],None,Common,ISD,None,None,None,Destroy target creature with power 4 or greater.
Silent Departure,1.0,['Blue'],['U'],None,['Sorcery'],None,Common,ISD,None,None,None,Return target creature to its owner's hand.\nFlashback {4}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Slayer of the Wicked,4.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Uncommon,ISD,3,2,None,"When Slayer of the Wicked enters the battlefield, you may destroy target Vampire, Werewolf, or Zombie."
Sensory Deprivation,1.0,['Blue'],['U'],None,['Enchantment'],['Aura'],Common,ISD,None,None,None,Enchant creature\nEnchanted creature gets -3/-0.
Silverchase Fox,2.0,['White'],['W'],None,['Creature'],['Fox'],Common,ISD,2,2,None,"{1}{W}, Sacrifice Silverchase Fox: Exile target enchantment."
Selhoff Occultist,3.0,['Blue'],['U'],None,['Creature'],"['Human', 'Rogue']",Common,ISD,2,3,None,"Whenever Selhoff Occultist or another creature dies, target player mills a card."
Selfless Cathar,1.0,['White'],['W'],None,['Creature'],"['Human', 'Cleric']",Common,ISD,1,1,None,"{1}{W}, Sacrifice Selfless Cathar: Creatures you control get +1/+1 until end of turn."
Runic Repetition,3.0,['Blue'],['U'],None,['Sorcery'],None,Uncommon,ISD,None,None,None,Return target exiled card with flashback you own to your hand.
Rooftop Storm,6.0,['Blue'],['U'],None,['Enchantment'],None,Rare,ISD,None,None,None,You may pay {0} rather than pay the mana cost for Zombie creature spells you cast.
Murder of Crows,5.0,['Blue'],['U'],None,['Creature'],['Bird'],Uncommon,ISD,4,4,None,"Flying\nWhenever another creature dies, you may draw a card. If you do, discard a card."
Graveyard Shovel,2.0,None,None,None,['Artifact'],None,Uncommon,ISD,None,None,None,"{2}, {T}: Target player exiles a card from their graveyard. If it's a creature card, you gain 2 life."
Moon Heron,4.0,['Blue'],['U'],None,['Creature'],"['Spirit', 'Bird']",Common,ISD,3,2,None,Flying
Rebuke,3.0,['White'],['W'],None,['Instant'],None,Common,ISD,None,None,None,Destroy target attacking creature.
Unbreathing Horde,3.0,['Black'],['B'],None,['Creature'],['Zombie'],Rare,ISD,0,0,None,"Unbreathing Horde enters the battlefield with a +1/+1 counter on it for each other Zombie you control and each Zombie card in your graveyard.\nIf Unbreathing Horde would be dealt damage, prevent that damage and remove a +1/+1 counter from it."
Rally the Peasants,3.0,['White'],"['R', 'W']",None,['Instant'],None,Uncommon,ISD,None,None,None,Creatures you control get +2/+0 until end of turn.\nFlashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Mirror-Mad Phantasm,5.0,['Blue'],['U'],None,['Creature'],['Spirit'],Mythic,ISD,5,1,None,"Flying\n{1}{U}: Mirror-Mad Phantasm's owner shuffles it into their library. If that player does, they reveal cards from the top of that library until a card named Mirror-Mad Phantasm is revealed. The player puts that card onto the battlefield and all other cards revealed this way into their graveyard."
Typhoid Rats,1.0,['Black'],['B'],None,['Creature'],['Rat'],Common,ISD,1,1,None,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Purify the Grave,1.0,['White'],['W'],None,['Instant'],None,Uncommon,ISD,None,None,None,Exile target card from a graveyard.\nFlashback {W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Mindshrieker,2.0,['Blue'],['U'],None,['Creature'],"['Spirit', 'Bird']",Rare,ISD,1,1,None,"Flying\n{2}: Target player mills a card. Mindshrieker gets +X/+X until end of turn, where X is the milled card's mana value."
Tribute to Hunger,3.0,['Black'],['B'],None,['Instant'],None,Uncommon,ISD,None,None,None,Target opponent sacrifices a creature. You gain life equal to that creature's toughness.
Paraselene,3.0,['White'],['W'],None,['Sorcery'],None,Uncommon,ISD,None,None,None,Destroy all enchantments. You gain 1 life for each enchantment destroyed this way.
