Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Topplegeist,1.0,['White'],['W'],None,['Creature'],['Spirit'],Uncommon,DDQ,1,1,None,"Flying\nWhen Topplegeist enters the battlefield, tap target creature an opponent controls.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, tap target creature that player controls."
Stitched Drake,3.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Drake']",Common,DDQ,3,4,None,"As an additional cost to cast this spell, exile a creature card from your graveyard.\nFlying"
Thraben Heretic,2.0,['White'],['W'],None,['Creature'],"['Human', 'Wizard']",Uncommon,DDQ,2,2,None,{T}: Exile target creature card from a graveyard.
Spectral Gateguards,5.0,['White'],['W'],None,['Creature'],"['Spirit', 'Soldier']",Common,DDQ,2,5,None,"Soulbond (You may pair this creature with another unpaired creature when either enters the battlefield. They remain paired for as long as you control both of them.)\nAs long as Spectral Gateguards is paired with another creature, both creatures have vigilance."
Makeshift Mauler,4.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Common,DDQ,4,5,None,"As an additional cost to cast this spell, exile a creature card from your graveyard."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,DDQ,None,None,None,({T}: Add {U}.)
Slayer of the Wicked,4.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Uncommon,DDQ,3,2,None,"When Slayer of the Wicked enters the battlefield, you may destroy target Vampire, Werewolf, or Zombie."
Havengul Runebinder,4.0,['Blue'],['U'],None,['Creature'],"['Human', 'Wizard']",Rare,DDQ,2,2,None,"{2}{U}, {T}, Exile a creature card from your graveyard: Create a 2/2 black Zombie creature token, then put a +1/+1 counter on each Zombie creature you control."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,DDQ,None,None,None,({T}: Add {U}.)
Bonds of Faith,2.0,['White'],['W'],None,['Enchantment'],['Aura'],Common,DDQ,None,None,None,"Enchant creature\nEnchanted creature gets +2/+2 as long as it's a Human. Otherwise, it can't attack or block."
Forbidden Alchemy,3.0,['Blue'],"['B', 'U']",None,['Instant'],None,Common,DDQ,None,None,None,Look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard.\nFlashback {6}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,DDQ,None,None,None,({T}: Add {B}.)
Increasing Devotion,5.0,['White'],['W'],None,['Sorcery'],None,Rare,DDQ,None,None,None,"Create five 1/1 white Human creature tokens. If this spell was cast from a graveyard, create ten of those tokens instead.\nFlashback {7}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
Compelling Deterrence,2.0,['Blue'],['U'],None,['Instant'],None,Uncommon,DDQ,None,None,None,Return target nonland permanent to its owner's hand. Then that player discards a card if you control a Zombie.
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,DDQ,None,None,None,({T}: Add {B}.)
Moorland Inquisitor,2.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Common,DDQ,2,2,None,{2}{W}: Moorland Inquisitor gains first strike until end of turn. (It deals combat damage before creatures without first strike.)
Mindwrack Demon,4.0,['Black'],['B'],None,['Creature'],['Demon'],Mythic,DDQ,4,5,None,"Flying, trample\nWhen Mindwrack Demon enters the battlefield, mill four cards.\nDelirium — At the beginning of your upkeep, you lose 4 life unless there are four or more card types among cards in your graveyard."
Tooth Collector,3.0,['Black'],['B'],None,['Creature'],"['Human', 'Rogue']",Uncommon,DDQ,3,2,None,"When Tooth Collector enters the battlefield, target creature an opponent controls gets -1/-1 until end of turn.\nDelirium — At the beginning of each opponent's upkeep, if there are four or more card types among cards in your graveyard, target creature that player controls gets -1/-1 until end of turn."
Rebuke,3.0,['White'],['W'],None,['Instant'],None,Common,DDQ,None,None,None,Destroy target attacking creature.
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,DDQ,None,None,None,({T}: Add {W}.)
Momentary Blink,2.0,['White'],"['U', 'W']",None,['Instant'],None,Common,DDQ,None,None,None,"Exile target creature you control, then return it to the battlefield under its owner's control.\nFlashback {3}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.)"
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,DDQ,None,None,None,({T}: Add {W}.)
Sever the Bloodline,4.0,['Black'],['B'],None,['Sorcery'],None,Rare,DDQ,None,None,None,Exile target creature and all other creatures with the same name as that creature.\nFlashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Goldnight Redeemer,6.0,['White'],['W'],None,['Creature'],['Angel'],Uncommon,DDQ,4,4,None,"Flying\nWhen Goldnight Redeemer enters the battlefield, you gain 2 life for each other creature you control."
Gather the Townsfolk,2.0,['White'],['W'],None,['Sorcery'],None,Common,DDQ,None,None,None,"Create two 1/1 white Human creature tokens.\nFateful hour — If you have 5 or less life, create five of those tokens instead."
Moan of the Unhallowed,4.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,DDQ,None,None,None,Create two 2/2 black Zombie creature tokens.\nFlashback {5}{B}{B} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Fiend Hunter,3.0,['White'],['W'],None,['Creature'],"['Human', 'Cleric']",Uncommon,DDQ,1,3,None,"When Fiend Hunter enters the battlefield, you may exile another target creature.\nWhen Fiend Hunter leaves the battlefield, return the exiled card to the battlefield under its owner's control."
Doomed Traveler,1.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Common,DDQ,1,1,None,"When Doomed Traveler dies, create a 1/1 white Spirit creature token with flying."
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,DDQ,None,None,None,({T}: Add {W}.)
Emancipation Angel,3.0,['White'],['W'],None,['Creature'],['Angel'],Uncommon,DDQ,3,3,None,"Flying\nWhen Emancipation Angel enters the battlefield, return a permanent you control to its owner's hand."
Elder Cathar,3.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Common,DDQ,2,2,None,"When Elder Cathar dies, put a +1/+1 counter on target creature you control. If that creature is a Human, put two +1/+1 counters on it instead."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,DDQ,None,None,None,({T}: Add {U}.)
Eerie Interlude,3.0,['White'],['W'],None,['Instant'],None,Rare,DDQ,None,None,None,Exile any number of target creatures you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.
Screeching Skaab,2.0,['Blue'],['U'],None,['Creature'],['Zombie'],Common,DDQ,2,1,None,"When Screeching Skaab enters the battlefield, mill two cards."
Abattoir Ghoul,4.0,['Black'],['B'],None,['Creature'],['Zombie'],Uncommon,DDQ,3,2,None,"First strike\nWhenever a creature dealt damage by Abattoir Ghoul this turn dies, you gain life equal to that creature's toughness."
Cathedral Sanctifier,1.0,['White'],['W'],None,['Creature'],"['Human', 'Cleric']",Common,DDQ,1,1,None,"When Cathedral Sanctifier enters the battlefield, you gain 3 life."
Geist of Saint Traft,3.0,"['Blue', 'White']","['U', 'W']",['Legendary'],['Creature'],"['Spirit', 'Cleric']",Mythic,DDQ,2,2,None,"Hexproof (This creature can't be the target of spells or abilities your opponents control.)\nWhenever Geist of Saint Traft attacks, create a 4/4 white Angel creature token with flying that's tapped and attacking. Exile that token at end of combat."
Relentless Skaabs,5.0,['Blue'],['U'],None,['Creature'],['Zombie'],Uncommon,DDQ,4,4,None,"As an additional cost to cast this spell, exile a creature card from your graveyard.\nUndying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)"
Dearly Departed,6.0,['White'],['W'],None,['Creature'],['Spirit'],Rare,DDQ,5,5,None,"Flying\nAs long as Dearly Departed is in your graveyard, each Human creature you control enters the battlefield with an additional +1/+1 counter on it."
Sharpened Pitchfork,2.0,None,None,None,['Artifact'],['Equipment'],Uncommon,DDQ,None,None,None,"Equipped creature has first strike.\nAs long as equipped creature is a Human, it gets +1/+1.\nEquip {1}"
Ghoulraiser,3.0,['Black'],['B'],None,['Creature'],['Zombie'],Common,DDQ,2,2,None,"When Ghoulraiser enters the battlefield, return a Zombie card at random from your graveyard to your hand."
Chapel Geist,3.0,['White'],['W'],None,['Creature'],['Spirit'],Common,DDQ,2,3,None,Flying
Champion of the Parish,1.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Rare,DDQ,1,1,None,"Whenever another Human enters the battlefield under your control, put a +1/+1 counter on Champion of the Parish."
Butcher's Cleaver,3.0,None,None,None,['Artifact'],['Equipment'],Uncommon,DDQ,None,None,None,"Equipped creature gets +3/+0.\nAs long as equipped creature is a Human, it has lifelink.\nEquip {3}"
Gravecrawler,1.0,['Black'],['B'],None,['Creature'],['Zombie'],Rare,DDQ,2,1,None,Gravecrawler can't block.\nYou may cast Gravecrawler from your graveyard as long as you control a Zombie.
Scrapskin Drake,3.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Drake']",Common,DDQ,2,3,None,Flying (This creature can't be blocked except by creatures with flying or reach.)\nScrapskin Drake can block only creatures with flying.
Unbreathing Horde,3.0,['Black'],['B'],None,['Creature'],['Zombie'],Rare,DDQ,0,0,None,"Unbreathing Horde enters the battlefield with a +1/+1 counter on it for each other Zombie you control and each Zombie card in your graveyard.\nIf Unbreathing Horde would be dealt damage, prevent that damage and remove a +1/+1 counter from it."
Falkenrath Noble,4.0,['Black'],['B'],None,['Creature'],"['Vampire', 'Noble']",Uncommon,DDQ,2,2,None,"Flying\nWhenever Falkenrath Noble or another creature dies, target player loses 1 life and you gain 1 life."
Diregraf Captain,3.0,"['Black', 'Blue']","['B', 'U']",None,['Creature'],"['Zombie', 'Soldier']",Uncommon,DDQ,2,2,None,"Deathtouch\nOther Zombie creatures you control get +1/+1.\nWhenever another Zombie you control dies, target opponent loses 1 life."
Dismal Backwater,0.0,None,"['B', 'U']",None,['Land'],None,Common,DDQ,None,None,None,"Dismal Backwater enters the battlefield tapped.\nWhen Dismal Backwater enters the battlefield, you gain 1 life.\n{T}: Add {U} or {B}."
Cobbled Wings,2.0,None,None,None,['Artifact'],['Equipment'],Common,DDQ,None,None,None,Equipped creature has flying.\nEquip {1} ({1}: Attach to target creature you control. Equip only as a sorcery.)
Driver of the Dead,4.0,['Black'],['B'],None,['Creature'],['Vampire'],Common,DDQ,3,2,None,"When Driver of the Dead dies, return target creature card with mana value 2 or less from your graveyard to the battlefield."
Seraph Sanctuary,0.0,None,None,None,['Land'],None,Common,DDQ,None,None,None,"When Seraph Sanctuary enters the battlefield, you gain 1 life.\nWhenever an Angel enters the battlefield under your control, you gain 1 life.\n{T}: Add {C}."
Dread Return,4.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,DDQ,None,None,None,Return target creature card from your graveyard to the battlefield.\nFlashback—Sacrifice three creatures. (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Diregraf Ghoul,1.0,['Black'],['B'],None,['Creature'],['Zombie'],Uncommon,DDQ,2,2,None,Diregraf Ghoul enters the battlefield tapped.
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,DDQ,None,None,None,({T}: Add {U}.)
Butcher Ghoul,2.0,['Black'],['B'],None,['Creature'],['Zombie'],Common,DDQ,1,1,None,"Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)"
Barter in Blood,4.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,DDQ,None,None,None,Each player sacrifices two creatures.
Tribute to Hunger,3.0,['Black'],['B'],None,['Instant'],None,Uncommon,DDQ,None,None,None,Target opponent sacrifices a creature. You gain life equal to that creature's toughness.
Appetite for Brains,1.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,DDQ,None,None,None,Target opponent reveals their hand. You choose a card from it with mana value 4 or greater and exile that card.
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,DDQ,None,None,None,({T}: Add {U}.)
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,DDQ,None,None,None,({T}: Add {U}.)
Tranquil Cove,0.0,None,"['U', 'W']",None,['Land'],None,Common,DDQ,None,None,None,"Tranquil Cove enters the battlefield tapped.\nWhen Tranquil Cove enters the battlefield, you gain 1 life.\n{T}: Add {W} or {U}."
Harvester of Souls,6.0,['Black'],['B'],None,['Creature'],['Demon'],Rare,DDQ,5,5,None,"Deathtouch\nWhenever another nontoken creature dies, you may draw a card."
Tower Geist,4.0,['Blue'],['U'],None,['Creature'],['Spirit'],Uncommon,DDQ,2,2,None,"Flying\nWhen Tower Geist enters the battlefield, look at the top two cards of your library. Put one of them into your hand and the other into your graveyard."
