Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Cryptic Command,4.0,['Blue'],['U'],None,['Instant'],None,Rare,PPRO,None,None,None,Choose two —\n• Counter target spell.\n• Return target permanent to its owner's hand.\n• Tap all creatures your opponents control.\n• Draw a card.
Eternal Dragon,7.0,['White'],['W'],None,['Creature'],"['Dragon', 'Spirit']",Rare,PPRO,5,5,None,"Flying\n{3}{W}{W}: Return Eternal Dragon from your graveyard to your hand. Activate only during your upkeep.\nPlainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle.)"
Faceless Haven,0.0,None,None,['Snow'],['Land'],None,Rare,PPRO,None,None,None,{T}: Add {C}.\n{S}{S}{S}: Faceless Haven becomes a 4/3 creature with vigilance and all creature types until end of turn. It's still a land. ({S} can be paid with one mana from a snow source.)
Mystical Dispute,3.0,['Blue'],['U'],None,['Instant'],None,Uncommon,PPRO,None,None,None,This spell costs {2} less to cast if it targets a blue spell.\nCounter target spell unless its controller pays {3}.
Kaya the Inexorable,5.0,"['Black', 'White']","['B', 'W']",['Legendary'],['Planeswalker'],['Kaya'],Mythic,PPRO,None,None,5,"[+1]: Put a ghostform counter on up to one target nontoken creature. It gains ""When this creature dies or is put into exile, return it to its owner's hand and create a 1/1 white Spirit creature token with flying.""\n[−3]: Exile target nonland permanent.\n[−7]: You get an emblem with ""At the beginning of your upkeep, you may cast a legendary spell from your hand, from your graveyard, or from among cards you own in exile without paying its mana cost."""
Noble Hierarch,1.0,['Green'],"['G', 'U', 'W']",None,['Creature'],"['Human', 'Druid']",Rare,PPRO,0,1,None,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)\n{T}: Add {G}, {W}, or {U}."
Saw It Coming,3.0,['Blue'],['U'],None,['Instant'],None,Uncommon,PPRO,None,None,None,"Counter target spell.\nForetell {1}{U} (During your turn, you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.)"
"Vito, Thorn of the Dusk Rose",3.0,['Black'],['B'],['Legendary'],['Creature'],"['Vampire', 'Cleric']",Rare,PPRO,1,3,None,"Whenever you gain life, target opponent loses that much life.\n{3}{B}{B}: Creatures you control gain lifelink until end of turn."
Seasoned Hallowblade,2.0,['White'],['W'],None,['Creature'],"['Human', 'Warrior']",Uncommon,PPRO,3,1,None,"Discard a card: Tap Seasoned Hallowblade. It gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)"
Surgical Extraction,1.0,['Black'],['B'],None,['Instant'],None,Rare,PPRO,None,None,None,"({B/P} can be paid with either {B} or 2 life.)\nChoose target card in a graveyard other than a basic land card. Search its owner's graveyard, hand, and library for any number of cards with the same name as that card and exile them. Then that player shuffles."
Basri Ket,3.0,['White'],['W'],['Legendary'],['Planeswalker'],['Basri'],Mythic,PPRO,None,None,3,"[+1]: Put a +1/+1 counter on up to one target creature. It gains indestructible until end of turn.\n[−2]: Whenever one or more nontoken creatures attack this turn, create that many 1/1 white Soldier creature tokens that are tapped and attacking.\n[−6]: You get an emblem with ""At the beginning of combat on your turn, create a 1/1 white Soldier creature token, then put a +1/+1 counter on each creature you control."""
Experimental Frenzy,4.0,['Red'],['R'],None,['Enchantment'],None,Rare,PPRO,None,None,None,You may look at the top card of your library any time.\nYou may play lands and cast spells from the top of your library.\nYou can't play lands or cast spells from your hand.\n{3}{R}: Destroy Experimental Frenzy.
"Elspeth, Sun's Nemesis",4.0,['White'],['W'],['Legendary'],['Planeswalker'],['Elspeth'],Mythic,PPRO,None,None,5,"[−1]: Up to two target creatures you control each get +2/+1 until end of turn.\n[−2]: Create two 1/1 white Human Soldier creature tokens.\n[−3]: You gain 5 life.\nEscape—{4}{W}{W}, Exile four other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)"
"Nissa, Who Shakes the World",5.0,['Green'],['G'],['Legendary'],['Planeswalker'],['Nissa'],Rare,PPRO,None,None,5,"Whenever you tap a Forest for mana, add an additional {G}.\n[+1]: Put three +1/+1 counters on up to one target noncreature land you control. Untap it. It becomes a 0/0 Elemental creature with vigilance and haste that's still a land.\n[−8]: You get an emblem with ""Lands you control have indestructible."" Search your library for any number of Forest cards, put them onto the battlefield tapped, then shuffle."
