Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Thalakos Scout,3.0,['Blue'],['U'],None,['Creature'],"['Thalakos', 'Soldier', 'Scout']",Common,TPR,2,1,None,Shadow (This creature can block or be blocked by only creatures with shadow.)\nDiscard a card: Return Thalakos Scout to its owner's hand.
Rampant Growth,2.0,['Green'],['G'],None,['Sorcery'],None,Common,TPR,None,None,None,"Search your library for a basic land card, put that card onto the battlefield tapped, then shuffle."
Shaman en-Kor,2.0,['White'],['W'],None,['Creature'],"['Kor', 'Cleric', 'Shaman']",Rare,TPR,1,2,None,"{0}: The next 1 damage that would be dealt to Shaman en-Kor this turn is dealt to target creature you control instead.\n{1}{W}: The next time a source of your choice would deal damage to target creature this turn, that damage is dealt to Shaman en-Kor instead."
Thalakos Drifters,4.0,['Blue'],['U'],None,['Creature'],['Thalakos'],Uncommon,TPR,3,3,None,Discard a card: Thalakos Drifters gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.)
Provoke,2.0,['Green'],['G'],None,['Instant'],None,Common,TPR,None,None,None,Untap target creature you don't control. That creature blocks this turn if able.\nDraw a card.
Shackles,3.0,['White'],['W'],None,['Enchantment'],['Aura'],Common,TPR,None,None,None,Enchant creature\nEnchanted creature doesn't untap during its controller's untap step.\n{W}: Return Shackles to its owner's hand.
Spell Blast,1.0,['Blue'],['U'],None,['Instant'],None,Common,TPR,None,None,None,"Counter target spell with mana value X. (For example, if that spell's mana cost is {3}{U}{U}, X is 5.)"
Overrun,5.0,['Green'],['G'],None,['Sorcery'],None,Uncommon,TPR,None,None,None,Creatures you control get +3/+3 and gain trample until end of turn.
Repentance,3.0,['White'],['W'],None,['Sorcery'],None,Uncommon,TPR,None,None,None,Target creature deals damage to itself equal to its power.
Silver Wyvern,5.0,['Blue'],['U'],None,['Creature'],['Drake'],Rare,TPR,4,3,None,Flying\n{U}: Change the target of target spell or ability that targets only Silver Wyvern. The new target must be a creature.
Oath of Druids,2.0,['Green'],['G'],None,['Enchantment'],None,Mythic,TPR,None,None,None,"At the beginning of each player's upkeep, that player chooses target player who controls more creatures than they do and is their opponent. The first player may reveal cards from the top of their library until they reveal a creature card. If the first player does, that player puts that card onto the battlefield and all other cards revealed this way into their graveyard."
Sift,4.0,['Blue'],['U'],None,['Sorcery'],None,Common,TPR,None,None,None,"Draw three cards, then discard a card."
Pegasus Stampede,2.0,['White'],['W'],None,['Sorcery'],None,Uncommon,TPR,None,None,None,"Buyback—Sacrifice a land. (You may sacrifice a land in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)\nCreate a 1/1 white Pegasus creature token with flying."
Shadow Rift,1.0,['Blue'],['U'],None,['Instant'],None,Common,TPR,None,None,None,Target creature gains shadow until end of turn. (It can block or be blocked by only creatures with shadow.)\nDraw a card.
Paladin en-Vec,3.0,['White'],['W'],None,['Creature'],"['Human', 'Knight']",Rare,TPR,2,2,None,"First strike, protection from black and from red (This creature deals combat damage before creatures without first strike. It can't be blocked, targeted, dealt damage, or enchanted by anything black or red.)"
Needle Storm,3.0,['Green'],['G'],None,['Sorcery'],None,Uncommon,TPR,None,None,None,Needle Storm deals 4 damage to each creature with flying.
Sea Monster,6.0,['Blue'],['U'],None,['Creature'],['Serpent'],Common,TPR,6,6,None,Sea Monster can't attack unless defending player controls an Island.
Pacifism,2.0,['White'],['W'],None,['Enchantment'],['Aura'],Uncommon,TPR,None,None,None,Enchant creature\nEnchanted creature can't attack or block.
Muscle Sliver,2.0,['Green'],['G'],None,['Creature'],['Sliver'],Common,TPR,1,1,None,All Sliver creatures get +1/+1.
"Orim, Samite Healer",3.0,['White'],['W'],['Legendary'],['Creature'],"['Human', 'Cleric']",Rare,TPR,1,3,None,{T}: Prevent the next 3 damage that would be dealt to any target this turn.
Scrivener,5.0,['Blue'],['U'],None,['Creature'],"['Human', 'Wizard']",Common,TPR,2,2,None,"When Scrivener enters the battlefield, you may return target instant card from your graveyard to your hand."
Mulch,2.0,['Green'],['G'],None,['Sorcery'],None,Common,TPR,None,None,None,Reveal the top four cards of your library. Put all land cards revealed this way into your hand and the rest into your graveyard.
Nomads en-Kor,1.0,['White'],['W'],None,['Creature'],"['Kor', 'Nomad', 'Soldier']",Common,TPR,1,1,None,{0}: The next 1 damage that would be dealt to Nomads en-Kor this turn is dealt to target creature you control instead.
Rootwater Hunter,3.0,['Blue'],['U'],None,['Creature'],['Merfolk'],Uncommon,TPR,1,1,None,{T}: Rootwater Hunter deals 1 damage to any target.
"Mirri, Cat Warrior",3.0,['Green'],['G'],['Legendary'],['Creature'],"['Cat', 'Warrior']",Rare,TPR,2,3,None,"First strike, forestwalk, vigilance (This creature deals combat damage before creatures without first strike, it can't be blocked as long as defending player controls a Forest, and attacking doesn't cause this creature to tap.)"
Mounted Archers,4.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier', 'Archer']",Common,TPR,2,3,None,Reach (This creature can block creatures with flying.)\n{W}: Mounted Archers can block an additional creature this turn.
Mnemonic Sliver,3.0,['Blue'],['U'],None,['Creature'],['Sliver'],Common,TPR,2,2,None,"All Slivers have ""{2}, Sacrifice this permanent: Draw a card."""
Manabond,1.0,['Green'],['G'],None,['Enchantment'],None,Rare,TPR,None,None,None,"At the beginning of your end step, you may reveal your hand and put all land cards from it onto the battlefield. If you do, discard your hand."
Master Decoy,2.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Common,TPR,1,2,None,"{W}, {T}: Tap target creature."
Merfolk Looter,2.0,['Blue'],['U'],None,['Creature'],"['Merfolk', 'Rogue']",Common,TPR,1,1,None,"{T}: Draw a card, then discard a card."
Lowland Basilisk,3.0,['Green'],['G'],None,['Creature'],['Basilisk'],Uncommon,TPR,1,3,None,"Whenever Lowland Basilisk deals damage to a creature, destroy that creature at end of combat."
Kor Chant,3.0,['White'],['W'],None,['Instant'],None,Uncommon,TPR,None,None,None,All damage that would be dealt this turn to target creature you control by a source of your choice is dealt to another target creature instead.
Meditate,3.0,['Blue'],['U'],None,['Instant'],None,Rare,TPR,None,None,None,Draw four cards. You skip your next turn.
Krakilin,2.0,['Green'],['G'],None,['Creature'],['Beast'],Rare,TPR,0,0,None,Krakilin enters the battlefield with X +1/+1 counters on it.\n{1}{G}: Regenerate Krakilin.
Angelic Protector,4.0,['White'],['W'],None,['Creature'],['Angel'],Uncommon,TPR,2,2,None,"Flying\nWhenever Angelic Protector becomes the target of a spell or ability, Angelic Protector gets +0/+3 until end of turn."
Mawcor,5.0,['Blue'],['U'],None,['Creature'],['Beast'],Rare,TPR,3,3,None,Flying\n{T}: Mawcor deals 1 damage to any target.
Wall of Diffusion,2.0,['Red'],['R'],None,['Creature'],['Wall'],Common,TPR,0,5,None,Defender (This creature can't attack.)\nWall of Diffusion can block creatures with shadow as though Wall of Diffusion had shadow.
Field of Souls,4.0,['White'],['W'],None,['Enchantment'],None,Rare,TPR,None,None,None,"Whenever a nontoken creature is put into your graveyard from the battlefield, create a 1/1 white Spirit creature token with flying."
Mana Leak,2.0,['Blue'],['U'],None,['Instant'],None,Common,TPR,None,None,None,Counter target spell unless its controller pays {3}.
Heartwood Dryad,2.0,['Green'],['G'],None,['Creature'],['Dryad'],Common,TPR,2,1,None,Heartwood Dryad can block creatures with shadow as though Heartwood Dryad had shadow.
Gerrard's Battle Cry,1.0,['White'],['W'],None,['Enchantment'],None,Rare,TPR,None,None,None,{2}{W}: Creatures you control get +1/+1 until end of turn.
Legerdemain,4.0,['Blue'],['U'],None,['Sorcery'],None,Uncommon,TPR,None,None,None,Exchange control of target artifact or creature and another target permanent that shares one of those types with it. (This effect lasts indefinitely.)
Hermit Druid,2.0,['Green'],['G'],None,['Creature'],"['Human', 'Druid']",Uncommon,TPR,1,1,None,"{G}, {T}: Reveal cards from the top of your library until you reveal a basic land card. Put that card into your hand and all other cards revealed this way into your graveyard."
Humility,4.0,['White'],['W'],None,['Enchantment'],None,Mythic,TPR,None,None,None,All creatures lose all abilities and have base power and toughness 1/1.
Legacy's Allure,2.0,['Blue'],['U'],None,['Enchantment'],None,Rare,TPR,None,None,None,"At the beginning of your upkeep, you may put a treasure counter on Legacy's Allure.\nSacrifice Legacy's Allure: Gain control of target creature with power less than or equal to the number of treasure counters on Legacy's Allure. (This effect lasts indefinitely.)"
Gallantry,2.0,['White'],['W'],None,['Instant'],None,Uncommon,TPR,None,None,None,Target blocking creature gets +4/+4 until end of turn.\nDraw a card.
Killer Whale,5.0,['Blue'],['U'],None,['Creature'],['Whale'],Uncommon,TPR,3,5,None,{U}: Killer Whale gains flying until end of turn.
Horned Sliver,3.0,['Green'],['G'],None,['Creature'],['Sliver'],Common,TPR,2,2,None,All Sliver creatures have trample.
Exalted Dragon,6.0,['White'],['W'],None,['Creature'],['Dragon'],Rare,TPR,5,5,None,Flying\nExalted Dragon can't attack unless you sacrifice a land. (This cost is paid as attackers are declared.)
Intuition,3.0,['Blue'],['U'],None,['Instant'],None,Rare,TPR,None,None,None,Search your library for three cards and reveal them. Target opponent chooses one. Put that card into your hand and the rest into your graveyard. Then shuffle.
Heartwood Giant,5.0,['Green'],['G'],None,['Creature'],['Giant'],Rare,TPR,4,4,None,"{T}, Sacrifice a Forest: Heartwood Giant deals 2 damage to target player or planeswalker."
Disenchant,2.0,['White'],['W'],None,['Instant'],None,Common,TPR,None,None,None,Destroy target artifact or enchantment.
Horned Turtle,3.0,['Blue'],['U'],None,['Creature'],['Turtle'],Common,TPR,1,4,None,None
Hammerhead Shark,2.0,['Blue'],['U'],None,['Creature'],['Shark'],Common,TPR,2,3,None,Hammerhead Shark can't attack unless defending player controls an Island.
Harrow,3.0,['Green'],['G'],None,['Instant'],None,Common,TPR,None,None,None,"As an additional cost to cast this spell, sacrifice a land.\nSearch your library for up to two basic land cards, put them onto the battlefield, then shuffle."
Conviction,2.0,['White'],['W'],None,['Enchantment'],['Aura'],Common,TPR,None,None,None,Enchant creature\nEnchanted creature gets +1/+3.\n{W}: Return Conviction to its owner's hand.
Gaseous Form,3.0,['Blue'],['U'],None,['Enchantment'],['Aura'],Common,TPR,None,None,None,Enchant creature\nPrevent all combat damage that would be dealt to and dealt by enchanted creature.
Endangered Armodon,4.0,['Green'],['G'],None,['Creature'],['Elephant'],Common,TPR,4,5,None,"When you control a creature with toughness 2 or less, sacrifice Endangered Armodon."
Bandage,1.0,['White'],['W'],None,['Instant'],None,Common,TPR,None,None,None,Prevent the next 1 damage that would be dealt to any target this turn.\nDraw a card.
Forbid,3.0,['Blue'],['U'],None,['Instant'],None,Rare,TPR,None,None,None,"Buyback—Discard two cards. (You may discard two cards in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)\nCounter target spell."
Elvish Fury,1.0,['Green'],['G'],None,['Instant'],None,Common,TPR,None,None,None,"Buyback {4} (You may pay an additional {4} as you cast this spell. If you do, put this card into your hand as it resolves.)\nTarget creature gets +2/+2 until end of turn."
Charging Paladin,3.0,['White'],['W'],None,['Creature'],"['Human', 'Knight']",Common,TPR,2,2,None,"Whenever Charging Paladin attacks, it gets +0/+3 until end of turn."
Fighting Drake,4.0,['Blue'],['U'],None,['Creature'],['Drake'],Uncommon,TPR,2,4,None,Flying
Cataclysm,4.0,['White'],['W'],None,['Sorcery'],None,Mythic,TPR,None,None,None,"Each player chooses from among the permanents they control an artifact, a creature, an enchantment, and a land, then sacrifices the rest."
Ephemeron,6.0,['Blue'],['U'],None,['Creature'],['Illusion'],Rare,TPR,4,4,None,Flying\nDiscard a card: Return Ephemeron to its owner's hand.
Anoint,1.0,['White'],['W'],None,['Instant'],None,Common,TPR,None,None,None,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)\nPrevent the next 3 damage that would be dealt to target creature this turn."
Dream Prowler,4.0,['Blue'],['U'],None,['Creature'],['Illusion'],Uncommon,TPR,1,5,None,Dream Prowler can't be blocked as long as it's attacking alone.
Angelic Blessing,3.0,['White'],['W'],None,['Sorcery'],None,Common,TPR,None,None,None,Target creature gets +3/+3 and gains flying until end of turn. (It can't be blocked except by creatures with flying or reach.)
Dream Halls,5.0,['Blue'],['U'],None,['Enchantment'],None,Mythic,TPR,None,None,None,"Rather than pay the mana cost for a spell, its controller may discard a card that shares a color with that spell."
Carnassid,6.0,['Green'],['G'],None,['Creature'],['Beast'],Uncommon,TPR,5,4,None,Trample\n{1}{G}: Regenerate Carnassid.
Dismiss,4.0,['Blue'],['U'],None,['Instant'],None,Uncommon,TPR,None,None,None,Counter target spell.\nDraw a card.
Elven Rite,2.0,['Green'],['G'],None,['Sorcery'],None,Common,TPR,None,None,None,Distribute two +1/+1 counters among one or two target creatures.
Avenging Angel,5.0,['White'],['W'],None,['Creature'],['Angel'],Uncommon,TPR,3,3,None,"Flying\nWhen Avenging Angel dies, you may put it on top of its owner's library."
Curiosity,1.0,['Blue'],['U'],None,['Enchantment'],['Aura'],Uncommon,TPR,None,None,None,"Enchant creature\nWhenever enchanted creature deals damage to an opponent, you may draw a card."
Crashing Boars,5.0,['Green'],['G'],None,['Creature'],['Boar'],Uncommon,TPR,4,4,None,"Whenever Crashing Boars attacks, defending player chooses an untapped creature they control. That creature blocks Crashing Boars this turn if able."
Counterspell,2.0,['Blue'],['U'],None,['Instant'],None,Uncommon,TPR,None,None,None,Counter target spell.
Aluren,4.0,['Green'],['G'],None,['Enchantment'],None,Rare,TPR,None,None,None,Any player may cast creature spells with mana value 3 or less without paying their mana costs and as though they had flash.
Armored Pegasus,2.0,['White'],['W'],None,['Creature'],['Pegasus'],Common,TPR,1,2,None,Flying
Capsize,3.0,['Blue'],['U'],None,['Instant'],None,Uncommon,TPR,None,None,None,"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)\nReturn target permanent to its owner's hand."
