Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Investigator's Journal,2.0,None,None,None,['Artifact'],['Clue'],Rare,PVOW,None,None,None,"Investigator's Journal enters the battlefield with a number of suspect counters on it equal to the greatest number of creatures a player controls.\n{2}, {T}, Remove a suspect counter from Investigator's Journal: Draw a card.\n{2}, Sacrifice Investigator's Journal: Draw a card."
Dollhouse of Horrors,5.0,None,None,None,['Artifact'],None,Rare,PVOW,None,None,None,"{1}, {T}, Exile a creature card from your graveyard: Create a token that's a copy of the exiled card, except it's a 0/0 Construct artifact in addition to its other types and it has ""This creature gets +1/+1 for each Construct you control."" It gains haste until end of turn. Activate only as a sorcery."
"Torens, Fist of the Angels",3.0,"['Green', 'White']","['G', 'W']",['Legendary'],['Creature'],"['Human', 'Cleric']",Rare,PVOW,2,2,None,"Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)\nWhenever you cast a creature spell, create a 1/1 green and white Human Soldier creature token with training."
"Runo Stromkirk // Krothuss, Lord of the Deep",3.0,"['Black', 'Blue']","['B', 'U']",['Legendary'],['Creature'],"['Kraken', 'Horror']",Rare,PVOW,3,5,None,"Flying\nWhenever Krothuss, Lord of the Deep attacks, create a tapped and attacking token that's a copy of another target attacking creature. If that creature is a Kraken, Leviathan, Octopus, or Serpent, create two of those tokens instead."
"Olivia, Crimson Bride",6.0,"['Black', 'Red']","['B', 'R']",['Legendary'],['Creature'],"['Vampire', 'Noble']",Mythic,PVOW,3,4,None,"Flying, haste\nWhenever Olivia, Crimson Bride attacks, return target creature card from your graveyard to the battlefield tapped and attacking. It gains ""When you don't control a legendary Vampire, exile this creature."""
Old Rutstein,3.0,"['Black', 'Green']","['B', 'G']",['Legendary'],['Creature'],"['Human', 'Peasant']",Rare,PVOW,1,4,None,"When Old Rutstein enters the battlefield or at the beginning of your upkeep, mill a card. If a land card is milled this way, create a Treasure token. If a creature card is milled this way, create a 1/1 green Insect creature token. If a noncreature, nonland card is milled this way, create a Blood token."
"Odric, Blood-Cursed",3.0,"['Red', 'White']","['R', 'W']",['Legendary'],['Creature'],"['Vampire', 'Soldier']",Rare,PVOW,3,3,None,"When Odric, Blood-Cursed enters the battlefield, create X Blood tokens, where X is the number of abilities from among flying, first strike, double strike, deathtouch, haste, hexproof, indestructible, lifelink, menace, reach, trample, and vigilance found among creatures you control. (Count each ability only once.)"
By Invitation Only,5.0,['White'],['W'],None,['Sorcery'],None,Rare,PVOW,None,None,None,Choose a number between 0 and 13. Each player sacrifices that many creatures.
"Kaya, Geist Hunter",3.0,"['Black', 'White']","['B', 'W']",['Legendary'],['Planeswalker'],['Kaya'],Mythic,PVOW,None,None,3,"[+1]: Creatures you control gain deathtouch until end of turn. Put a +1/+1 counter on up to one target creature token you control.\n[−2]: Until end of turn, if one or more tokens would be created under your control, twice that many of those tokens are created instead.\n[−6]: Exile all cards from all graveyards, then create a 1/1 white Spirit creature token with flying for each card exiled this way."
Lantern Flare,2.0,['White'],"['R', 'W']",None,['Instant'],None,Rare,PVOW,None,None,None,"Cleave {X}{R}{W} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nLantern Flare deals X damage to target creature or planeswalker and you gain X life. [X is the number of creatures you control.]"
"Halana and Alena, Partners",4.0,"['Green', 'Red']","['G', 'R']",['Legendary'],['Creature'],"['Human', 'Ranger']",Rare,PVOW,2,3,None,"First strike, reach\nAt the beginning of combat on your turn, put X +1/+1 counters on another target creature you control, where X is Halana and Alena's power. That creature gains haste until end of turn."
Bloodvial Purveyor,4.0,['Black'],['B'],None,['Creature'],['Vampire'],Rare,PVOW,5,6,None,"Flying, trample\nWhenever an opponent casts a spell, that player creates a Blood token. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\nWhenever Bloodvial Purveyor attacks, it gets +1/+0 until end of turn for each Blood token defending player controls."
"Grolnok, the Omnivore",4.0,"['Green', 'Blue']","['G', 'U']",['Legendary'],['Creature'],['Frog'],Rare,PVOW,3,3,None,"Whenever a Frog you control attacks, mill three cards.\nWhenever a permanent card is put into your graveyard from your library, exile it with a croak counter on it.\nYou may play lands and cast spells from among cards you own in exile with croak counters on them."
Cemetery Illuminator,3.0,['Blue'],['U'],None,['Creature'],['Spirit'],Mythic,PVOW,2,3,None,"Flying\nWhenever Cemetery Illuminator enters the battlefield or attacks, exile a card from a graveyard.\nYou may look at the top card of your library any time.\nOnce each turn, you may cast a spell from the top of your library if it shares a card type with a card exiled with Cemetery Illuminator."
"Eruth, Tormented Prophet",3.0,"['Red', 'Blue']","['R', 'U']",['Legendary'],['Creature'],"['Human', 'Wizard']",Rare,PVOW,2,4,None,"If you would draw a card, exile the top two cards of your library instead. You may play those cards this turn."
"Edgar, Charmed Groom // Edgar Markov's Coffin",4.0,"['Black', 'White']","['B', 'W']",['Legendary'],['Artifact'],None,Rare,PVOW,None,None,None,"At the beginning of your upkeep, create a 1/1 white and black Vampire creature token with lifelink and put a bloodline counter on Edgar Markov's Coffin. Then if there are three or more bloodline counters on it, remove those counters and transform it."
Winged Portent,3.0,['Blue'],"['G', 'U']",None,['Instant'],None,Rare,PVOW,None,None,None,"Cleave {4}{G}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nDraw a card for each creature [with flying] you control."
Patchwork Crawler,2.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Rare,PVOW,1,2,None,{2}{U}: Exile target creature card from your graveyard and put a +1/+1 counter on Patchwork Crawler.\nPatchwork Crawler has all activated abilities of all creature cards exiled with it.
"Dorothea, Vengeful Victim // Dorothea's Retribution",2.0,"['Blue', 'White']","['U', 'W']",None,['Enchantment'],['Aura'],Rare,PVOW,None,None,None,"Enchant creature\nEnchanted creature has ""Whenever this creature attacks, create a 4/4 white Spirit creature token with flying that's tapped and attacking. Sacrifice that token at end of combat.""\nIf Dorothea's Retribution would be put into a graveyard from anywhere, exile it instead."
Overcharged Amalgam,4.0,['Blue'],['U'],None,['Creature'],"['Zombie', 'Horror']",Rare,PVOW,3,3,None,"Flash\nFlying\nExploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Overcharged Amalgam exploits a creature, counter target spell, activated ability, or triggered ability."
"Anje, Maid of Dishonor",4.0,"['Black', 'Red']","['B', 'R']",['Legendary'],['Creature'],['Vampire'],Rare,PVOW,4,5,None,"Whenever Anje, Maid of Dishonor and/or one or more other Vampires enter the battlefield under your control, create a Blood token. This ability triggers only once each turn. (It's an artifact with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\n{2}, Sacrifice another creature or a Blood token: Each opponent loses 2 life and you gain 2 life."
Ulvenwald Oddity // Ulvenwald Behemoth,4.0,['Green'],['G'],None,['Creature'],"['Beast', 'Horror']",Rare,PVOW,8,8,None,"Trample, haste\nOther creatures you control get +1/+1 and have trample and haste."
Splendid Reclamation,4.0,['Green'],['G'],None,['Sorcery'],None,Rare,PVOW,None,None,None,Return all land cards from your graveyard to the battlefield tapped.
Necroduality,4.0,['Blue'],['U'],None,['Enchantment'],None,Mythic,PVOW,None,None,None,"Whenever a nontoken Zombie enters the battlefield under your control, create a token that's a copy of that creature."
"Katilda, Dawnhart Martyr // Katilda's Rising Dawn",3.0,['White'],['W'],['Legendary'],['Enchantment'],['Aura'],Rare,PVOW,None,None,None,"Enchant creature\nEnchanted creature has flying, lifelink, and protection from Vampires, and it gets +X/+X, where X is the number of permanents you control that are Spirits and/or enchantments.\nIf Katilda's Rising Dawn would be put into a graveyard from anywhere, exile it instead."
Cemetery Protector,4.0,['White'],['W'],None,['Creature'],"['Human', 'Soldier']",Mythic,PVOW,3,4,None,"Flash\nWhen Cemetery Protector enters the battlefield, exile a card from a graveyard.\nWhenever you play a land or cast a spell, if it shares a card type with the exiled card, create a 1/1 white Human creature token."
Hopeful Initiate,1.0,['White'],['W'],None,['Creature'],"['Human', 'Warlock']",Rare,PVOW,1,2,None,"Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)\n{2}{W}, Remove two +1/+1 counters from among creatures you control: Destroy target artifact or enchantment."
Mirrorhall Mimic // Ghastly Mimicry,4.0,['Blue'],['U'],None,['Enchantment'],['Aura'],Rare,PVOW,None,None,None,"Enchant creature\nAt the beginning of your upkeep, create a token that's a copy of enchanted creature, except it's a Spirit in addition to its other types.\nIf Ghastly Mimicry would be put into a graveyard from anywhere, exile it instead."
Howlpack Piper // Wildsong Howler,4.0,['Green'],['G'],None,['Creature'],['Werewolf'],Rare,PVOW,4,4,None,"Whenever this creature enters the battlefield or transforms into Wildsong Howler, look at the top six cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.\nNightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)"
Howling Moon,3.0,['Green'],['G'],None,['Enchantment'],None,Rare,PVOW,None,None,None,"At the beginning of combat on your turn, target Wolf or Werewolf you control gets +2/+2 until end of turn.\nWhenever an opponent casts their second spell each turn, create a 2/2 green Wolf creature token."
Hiveheart Shaman,4.0,['Green'],['G'],None,['Creature'],"['Human', 'Shaman']",Rare,PVOW,3,5,None,"Whenever Hiveheart Shaman attacks, you may search your library for a basic land card that doesn't share a land type with a land you control, put that card onto the battlefield, then shuffle.\n{5}{G}: Create a 1/1 green Insect creature token. Put X +1/+1 counters on it, where X is the number of basic land types among lands you control. Activate only as a sorcery."
Hamlet Vanguard,3.0,['Green'],['G'],None,['Creature'],"['Human', 'Warrior']",Rare,PVOW,1,1,None,"Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)\nHamlet Vanguard enters the battlefield with two +1/+1 counters on it for each other nontoken Human you control."
Glorious Sunrise,5.0,['Green'],['G'],None,['Enchantment'],None,Rare,PVOW,None,None,None,"At the beginning of combat on your turn, choose one —\n• Creatures you control get +1/+1 and gain trample until end of turn.\n• Target land gains ""{T}: Add {G}{G}{G}"" until end of turn.\n• Draw a card if you control a creature with power 3 or greater.\n• You gain 3 life."
Dig Up,1.0,['Green'],"['B', 'G']",None,['Sorcery'],None,Rare,PVOW,None,None,None,"Cleave {1}{B}{B}{G} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nSearch your library for a [basic land] card, [reveal it,] put it into your hand, then shuffle."
Cultivator Colossus,7.0,['Green'],['G'],None,['Creature'],"['Plant', 'Beast']",Mythic,PVOW,*,*,None,"Trample\nCultivator Colossus's power and toughness are each equal to the number of lands you control.\nWhen Cultivator Colossus enters the battlefield, you may put a land card from your hand onto the battlefield tapped. If you do, draw a card and repeat this process."
"Jacob Hauken, Inspector // Hauken's Insight",2.0,['Blue'],['U'],['Legendary'],['Enchantment'],None,Mythic,PVOW,None,None,None,"At the beginning of your upkeep, exile the top card of your library face down. You may look at that card for as long as it remains exiled.\nOnce during each of your turns, you may play a land or cast a spell from among the cards exiled with this permanent without paying its mana cost."
Cemetery Prowler,3.0,['Green'],['G'],None,['Creature'],['Wolf'],Mythic,PVOW,3,4,None,"Vigilance\nWhenever Cemetery Prowler enters the battlefield or attacks, exile a card from a graveyard.\nSpells you cast cost {1} less to cast for each card type they share with cards exiled with Cemetery Prowler."
Inspired Idea,3.0,['Blue'],['U'],None,['Sorcery'],None,Rare,PVOW,None,None,None,"Cleave {3}{U}{U} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nDraw three cards. [Your maximum hand size is reduced by three for the rest of the game.]"
Hullbreaker Horror,7.0,['Blue'],['U'],None,['Creature'],"['Kraken', 'Horror']",Rare,PVOW,7,8,None,"Flash\nThis spell can't be countered.\nWhenever you cast a spell, choose up to one —\n• Return target spell you don't control to its owner's hand.\n• Return target nonland permanent to its owner's hand."
Avabruck Caretaker // Hollowhenge Huntmaster,6.0,['Green'],['G'],None,['Creature'],['Werewolf'],Mythic,PVOW,6,6,None,"Hexproof\nOther permanents you control have hexproof.\nAt the beginning of combat on your turn, put two +1/+1 counters on each creature you control.\nNightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)"
"Geralf, Visionary Stitcher",3.0,['Blue'],['U'],['Legendary'],['Creature'],"['Human', 'Wizard']",Rare,PVOW,1,4,None,"Zombies you control have flying.\n{U}, {T}, Sacrifice another nontoken creature: Create an X/X blue Zombie creature token, where X is the sacrificed creature's toughness."
Ascendant Packleader,1.0,['Green'],['G'],None,['Creature'],['Wolf'],Rare,PVOW,2,1,None,"Ascendant Packleader enters the battlefield with a +1/+1 counter on it if you control a permanent with mana value 4 or greater.\nWhenever you cast a spell with mana value 4 or greater, put a +1/+1 counter on Ascendant Packleader."
Volatile Arsonist // Dire-Strain Anarchist,5.0,['Red'],['R'],None,['Creature'],['Werewolf'],Mythic,PVOW,5,5,None,"Menace, haste\nWhenever Dire-Strain Anarchist attacks, it deals 2 damage to each of up to one target creature, up to one target player, and/or up to one target planeswalker.\nNightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)"
Hallowed Haunting,4.0,['White'],['W'],None,['Enchantment'],None,Mythic,PVOW,None,None,None,"As long as you control seven or more enchantments, creatures you control have flying and vigilance.\nWhenever you cast an enchantment spell, create a white Spirit Cleric creature token with ""This creature's power and toughness are each equal to the number of Spirits you control."""
Stensia Uprising,4.0,['Red'],['R'],None,['Enchantment'],None,Rare,PVOW,None,None,None,"At the beginning of your end step, create a 1/1 red Human creature token. Then if you control exactly thirteen permanents, you may sacrifice Stensia Uprising. When you do, it deals 7 damage to any target."
Olivia's Attendants,6.0,['Red'],['R'],None,['Creature'],['Vampire'],Rare,PVOW,6,6,None,"Menace\nWhenever Olivia's Attendants deals damage, create that many Blood tokens. (They're artifacts with ""{1}, {T}, Discard a card, Sacrifice this artifact: Draw a card."")\n{2}{R}: Olivia's Attendants deals 1 damage to any target."
Manaform Hellkite,4.0,['Red'],['R'],None,['Creature'],['Dragon'],Mythic,PVOW,4,4,None,"Flying\nWhenever you cast a noncreature spell, create an X/X red Dragon Illusion creature token with flying and haste, where X is the amount of mana spent to cast that spell. Exile that token at the beginning of the next end step."
Kessig Wolfrider,1.0,['Red'],['R'],None,['Creature'],"['Human', 'Knight']",Rare,PVOW,1,2,None,"Menace\n{2}{R}, {T}, Exile three cards from your graveyard: Create a 3/2 red Wolf creature token."
Ill-Tempered Loner // Howlpack Avenger,4.0,['Red'],['R'],None,['Creature'],['Werewolf'],Rare,PVOW,4,4,None,"Whenever a permanent you control is dealt damage, Howlpack Avenger deals that much damage to any target.\n{1}{R}: Howlpack Avenger gets +2/+0 until end of turn.\nNightbound (If a player casts at least two spells during their own turn, it becomes day next turn.)"
Dominating Vampire,3.0,['Red'],['R'],None,['Creature'],['Vampire'],Rare,PVOW,3,3,None,"When Dominating Vampire enters the battlefield, gain control of target creature with mana value less than or equal to the number of Vampires you control until end of turn. Untap that creature. It gains haste until end of turn."
Curse of Hospitality,3.0,['Red'],['R'],None,['Enchantment'],"['Aura', 'Curse']",Rare,PVOW,None,None,None,"Enchant player\nCreatures attacking enchanted player have trample.\nWhenever a creature deals combat damage to enchanted player, that player exiles the top card of their library. Until end of turn, that creature's controller may play that card and they may spend mana as though it were mana of any color to cast that spell."
Creepy Puppeteer,4.0,['Red'],['R'],None,['Creature'],"['Human', 'Rogue']",Rare,PVOW,4,3,None,"Haste\nWhenever Creepy Puppeteer attacks, if you attacked with exactly one other creature this combat, you may have that creature's base power and toughness become 4/3 until end of turn."
Change of Fortune,4.0,['Red'],['R'],None,['Sorcery'],None,Rare,PVOW,None,None,None,"Discard your hand, then draw a card for each card you've discarded this turn."
"Chandra, Dressed to Kill",3.0,['Red'],['R'],['Legendary'],['Planeswalker'],['Chandra'],Mythic,PVOW,None,None,3,"[+1]: Add {R}. Chandra, Dressed to Kill deals 1 damage to up to one target player or planeswalker.\n[+1]: Exile the top card of your library. If it's red, you may cast it this turn.\n[−7]: Exile the top five cards of your library. You may cast red spells from among them this turn. You get an emblem with ""Whenever you cast a red spell, this emblem deals X damage to any target, where X is the amount of mana spent to cast that spell."""
Cemetery Desecrator,6.0,['Black'],['B'],None,['Creature'],['Zombie'],Mythic,PVOW,4,4,None,"Menace\nWhen Cemetery Desecrator enters the battlefield or dies, exile another card from a graveyard. When you do, choose one —\n• Remove X counters from target permanent, where X is the mana value of the exiled card.\n• Target creature an opponent controls gets -X/-X until end of turn, where X is the mana value of the exiled card."
Headless Rider,3.0,['Black'],['B'],None,['Creature'],['Zombie'],Rare,PVOW,3,1,None,"Whenever Headless Rider or another nontoken Zombie you control dies, create a 2/2 black Zombie creature token."
Alchemist's Gambit,3.0,['Red'],"['R', 'U']",None,['Sorcery'],None,Rare,PVOW,None,None,None,"Cleave {4}{U}{U}{R} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nTake an extra turn after this one. During that turn, damage can't be prevented. [At the beginning of that turn's end step, you lose the game.]\nExile Alchemist's Gambit."
Concealing Curtains // Revealing Eye,1.0,['Black'],['B'],None,['Creature'],"['Eye', 'Horror']",Rare,PVOW,3,4,None,"Menace\nWhen this creature transforms into Revealing Eye, target opponent reveals their hand. You may choose a nonland card from it. If you do, that player discards that card, then draws a card."
Cemetery Gatekeeper,2.0,['Red'],['R'],None,['Creature'],['Vampire'],Mythic,PVOW,2,1,None,"First strike\nWhen Cemetery Gatekeeper enters the battlefield, exile a card from a graveyard.\nWhenever a player plays a land or casts a spell, if it shares a card type with the exiled card, Cemetery Gatekeeper deals 2 damage to that player."
Falkenrath Forebear,3.0,['Black'],['B'],None,['Creature'],['Vampire'],Rare,PVOW,3,1,None,"Flying\nFalkenrath Forebear can't block.\nWhenever Falkenrath Forebear deals combat damage to a player, create a Blood token.\n{B}, Sacrifice two Blood tokens: Return Falkenrath Forebear from your graveyard to the battlefield."
Dying to Serve,3.0,['Black'],['B'],None,['Enchantment'],None,Rare,PVOW,None,None,None,"Whenever you discard one or more cards, create a tapped 2/2 black Zombie creature token. This ability triggers only once each turn."
Sorin the Mirthless,4.0,['Black'],['B'],['Legendary'],['Planeswalker'],['Sorin'],Mythic,PVOW,None,None,4,"[+1]: Look at the top card of your library. You may reveal that card and put it into your hand. If you do, you lose life equal to its mana value.\n[−2]: Create a 2/3 black Vampire creature token with flying and lifelink.\n[−7]: Sorin the Mirthless deals 13 damage to any target. You gain 13 life."
Faithbound Judge // Sinner's Judgment,3.0,['White'],['W'],None,['Enchantment'],"['Aura', 'Curse']",Mythic,PVOW,None,None,None,"Enchant player\nAt the beginning of your upkeep, put a judgment counter on Sinner's Judgment. Then if there are three or more judgment counters on it, enchanted player loses the game.\nIf Sinner's Judgment would be put into a graveyard from anywhere, exile it instead."
Voldaren Bloodcaster // Bloodbat Summoner,2.0,['Black'],['B'],None,['Creature'],"['Vampire', 'Wizard']",Rare,PVOW,3,3,None,"Flying\nAt the beginning of combat on your turn, up to one target Blood token you control becomes a 2/2 black Bat creature with flying and haste in addition to its other types."
"Toxrill, the Corrosive",7.0,['Black'],"['B', 'U']",['Legendary'],['Creature'],"['Slug', 'Horror']",Mythic,PVOW,7,7,None,"At the beginning of each end step, put a slime counter on each creature you don't control.\nCreatures you don't control get -1/-1 for each slime counter on them.\nWhenever a creature you don't control with a slime counter on it dies, create a 1/1 black Slug creature token.\n{U}{B}, Sacrifice a Slug: Draw a card."
"Henrika Domnathi // Henrika, Infernal Seer",4.0,['Black'],['B'],['Legendary'],['Creature'],['Vampire'],Mythic,PVOW,3,4,None,"Flying, deathtouch, lifelink\n{1}{B}{B}: Each creature you control with flying, deathtouch, and/or lifelink gets +1/+0 until end of turn."
Dreadfeast Demon,7.0,['Black'],['B'],None,['Creature'],['Demon'],Rare,PVOW,6,6,None,"Flying\nAt the beginning of your end step, sacrifice a non-Demon creature. If you do, create a token that's a copy of Dreadfeast Demon."
Graf Reaver,2.0,['Black'],['B'],None,['Creature'],"['Zombie', 'Warrior']",Rare,PVOW,3,3,None,"Exploit (When this creature enters the battlefield, you may sacrifice a creature.)\nWhen Graf Reaver exploits a creature, destroy target planeswalker.\nAt the beginning of your upkeep, Graf Reaver deals 1 damage to you."
Path of Peril,3.0,['Black'],"['B', 'W']",None,['Sorcery'],None,Rare,PVOW,None,None,None,"Cleave {4}{W}{B} (You may cast this spell for its cleave cost. If you do, remove the words in square brackets.)\nDestroy all creatures [with mana value 2 or less]."
Demonic Bargain,3.0,['Black'],['B'],None,['Sorcery'],None,Rare,PVOW,None,None,None,"Exile the top thirteen cards of your library, then search your library for a card. Put that card into your hand, then shuffle."
