Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Sultai Soothsayer,5.0,"['Black', 'Green', 'Blue']","['B', 'G', 'U']",None,['Creature'],"['Naga', 'Shaman']",Uncommon,KTK,2,5,None,"When Sultai Soothsayer enters the battlefield, look at the top four cards of your library. Put one of them into your hand and the rest into your graveyard."
Dragonscale Boon,4.0,['Green'],['G'],None,['Instant'],None,Common,KTK,None,None,None,Put two +1/+1 counters on target creature and untap it.
Sultai Charm,3.0,"['Black', 'Green', 'Blue']","['B', 'G', 'U']",None,['Instant'],None,Uncommon,KTK,None,None,None,"Choose one —\n• Destroy target monocolored creature.\n• Destroy target artifact or enchantment.\n• Draw two cards, then discard a card."
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,KTK,None,None,None,({T}: Add {G}.)
Become Immense,6.0,['Green'],['G'],None,['Instant'],None,Uncommon,KTK,None,None,None,Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)\nTarget creature gets +6/+6 until end of turn.
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,KTK,None,None,None,({T}: Add {G}.)
Awaken the Bear,3.0,['Green'],['G'],None,['Instant'],None,Common,KTK,None,None,None,Target creature gets +3/+3 and gains trample until end of turn.
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,KTK,None,None,None,({T}: Add {R}.)
Dead Drop,10.0,['Black'],['B'],None,['Sorcery'],None,Uncommon,KTK,None,None,None,Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)\nTarget player sacrifices two creatures.
Archers' Parapet,2.0,['Green'],"['B', 'G']",None,['Creature'],['Wall'],Common,KTK,0,5,None,"Defender\n{1}{B}, {T}: Each opponent loses 1 life."
Trap Essence,3.0,"['Green', 'Red', 'Blue']","['G', 'R', 'U']",None,['Instant'],None,Rare,KTK,None,None,None,Counter target creature spell. Put two +1/+1 counters on up to one target creature.
Alpine Grizzly,3.0,['Green'],['G'],None,['Creature'],['Bear'],Common,KTK,4,2,None,None
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,KTK,None,None,None,({T}: Add {R}.)
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,KTK,None,None,None,({T}: Add {R}.)
War-Name Aspirant,2.0,['Red'],['R'],None,['Creature'],"['Human', 'Warrior']",Uncommon,KTK,2,1,None,Raid — War-Name Aspirant enters the battlefield with a +1/+1 counter on it if you attacked this turn.\nWar-Name Aspirant can't be blocked by creatures with power 1 or less.
Siege Rhino,4.0,"['Black', 'Green', 'White']","['B', 'G', 'W']",None,['Creature'],['Rhino'],Rare,KTK,4,5,None,"Trample\nWhen Siege Rhino enters the battlefield, each opponent loses 3 life and you gain 3 life."
Mountain,0.0,None,['R'],['Basic'],['Land'],['Mountain'],Common,KTK,None,None,None,({T}: Add {R}.)
Valley Dasher,2.0,['Red'],['R'],None,['Creature'],"['Human', 'Berserker']",Common,KTK,2,2,None,Haste\nValley Dasher attacks each combat if able.
"Sidisi, Brood Tyrant",4.0,"['Black', 'Green', 'Blue']","['B', 'G', 'U']",['Legendary'],['Creature'],"['Naga', 'Shaman']",Mythic,KTK,3,3,None,"Whenever Sidisi, Brood Tyrant enters the battlefield or attacks, mill three cards.\nWhenever one or more creature cards are put into your graveyard from your library, create a 2/2 black Zombie creature token."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,KTK,None,None,None,({T}: Add {B}.)
Trumpet Blast,3.0,['Red'],['R'],None,['Instant'],None,Common,KTK,None,None,None,Attacking creatures get +2/+0 until end of turn.
Secret Plans,2.0,"['Green', 'Blue']","['G', 'U']",None,['Enchantment'],None,Uncommon,KTK,None,None,None,"Face-down creatures you control get +0/+1.\nWhenever a permanent you control is turned face up, draw a card."
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,KTK,None,None,None,({T}: Add {B}.)
Tormenting Voice,2.0,['Red'],['R'],None,['Sorcery'],None,Common,KTK,None,None,None,"As an additional cost to cast this spell, discard a card.\nDraw two cards."
Savage Knuckleblade,3.0,"['Green', 'Red', 'Blue']","['G', 'R', 'U']",None,['Creature'],"['Ogre', 'Warrior']",Rare,KTK,4,4,None,{2}{G}: Savage Knuckleblade gets +2/+2 until end of turn. Activate only once each turn.\n{2}{U}: Return Savage Knuckleblade to its owner's hand.\n{R}: Savage Knuckleblade gains haste until end of turn.
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,KTK,None,None,None,({T}: Add {B}.)
Sagu Mauler,6.0,"['Green', 'Blue']","['G', 'U']",None,['Creature'],['Beast'],Rare,KTK,6,6,None,"Trample, hexproof\nMorph {3}{G}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
Swamp,0.0,None,['B'],['Basic'],['Land'],['Swamp'],Common,KTK,None,None,None,({T}: Add {B}.)
Swift Kick,4.0,['Red'],['R'],None,['Instant'],None,Common,KTK,None,None,None,Target creature you control gets +1/+0 until end of turn. It fights target creature you don't control.
Sage of the Inward Eye,5.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",None,['Creature'],"['Djinn', 'Wizard']",Rare,KTK,3,4,None,"Flying\nWhenever you cast a noncreature spell, creatures you control gain lifelink until end of turn."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,KTK,None,None,None,({T}: Add {U}.)
Summit Prowler,4.0,['Red'],['R'],None,['Creature'],['Yeti'],Common,KTK,4,3,None,None
Ride Down,2.0,"['Red', 'White']","['R', 'W']",None,['Instant'],None,Uncommon,KTK,None,None,None,Destroy target blocking creature. Creatures that were blocked by that creature this combat gain trample until end of turn.
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,KTK,None,None,None,({T}: Add {U}.)
Shatter,2.0,['Red'],['R'],None,['Instant'],None,Common,KTK,None,None,None,Destroy target artifact.
Rakshasa Vizier,5.0,"['Black', 'Green', 'Blue']","['B', 'G', 'U']",None,['Creature'],"['Cat', 'Demon']",Rare,KTK,4,4,None,"Whenever one or more cards are put into exile from your graveyard, put that many +1/+1 counters on Rakshasa Vizier."
Island,0.0,None,['U'],['Basic'],['Land'],['Island'],Common,KTK,None,None,None,({T}: Add {U}.)
Bloodsoaked Champion,1.0,['Black'],['B'],None,['Creature'],"['Human', 'Warrior']",Rare,KTK,2,1,None,Bloodsoaked Champion can't block.\nRaid — {1}{B}: Return Bloodsoaked Champion from your graveyard to the battlefield. Activate only if you attacked this turn.
"Sarkhan, the Dragonspeaker",5.0,['Red'],['R'],['Legendary'],['Planeswalker'],['Sarkhan'],Mythic,KTK,None,None,4,"[+1]: Until end of turn, Sarkhan, the Dragonspeaker becomes a legendary 4/4 red Dragon creature with flying, indestructible, and haste. (He doesn't lose loyalty while he's not a planeswalker.)\n[−3]: Sarkhan, the Dragonspeaker deals 4 damage to target creature.\n[−6]: You get an emblem with ""At the beginning of your draw step, draw two additional cards"" and ""At the beginning of your end step, discard your hand."""
Ankle Shanker,5.0,"['Black', 'Red', 'White']","['B', 'R', 'W']",None,['Creature'],"['Goblin', 'Berserker']",Rare,KTK,2,2,None,"Haste\nWhenever Ankle Shanker attacks, creatures you control gain first strike and deathtouch until end of turn."
Burn Away,5.0,['Red'],['R'],None,['Instant'],None,Uncommon,KTK,None,None,None,"Burn Away deals 6 damage to target creature. When that creature dies this turn, exile its controller's graveyard."
Rakshasa Deathdealer,2.0,"['Black', 'Green']","['B', 'G']",None,['Creature'],"['Cat', 'Demon']",Rare,KTK,2,2,None,{B}{G}: Rakshasa Deathdealer gets +2/+2 until end of turn.\n{B}{G}: Regenerate Rakshasa Deathdealer.
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,KTK,None,None,None,({T}: Add {W}.)
Mardu Blazebringer,3.0,['Red'],['R'],None,['Creature'],"['Ogre', 'Warrior']",Uncommon,KTK,4,4,None,"When Mardu Blazebringer attacks or blocks, sacrifice it at end of combat."
Ponyback Brigade,6.0,"['Black', 'Red', 'White']","['B', 'R', 'W']",None,['Creature'],"['Goblin', 'Warrior']",Common,KTK,2,2,None,"When Ponyback Brigade enters the battlefield or is turned face up, create three 1/1 red Goblin creature tokens.\nMorph {2}{R}{W}{B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,KTK,None,None,None,({T}: Add {W}.)
Bitter Revelation,4.0,['Black'],['B'],None,['Sorcery'],None,Common,KTK,None,None,None,Look at the top four cards of your library. Put two of them into your hand and the rest into your graveyard. You lose 2 life.
Mardu Warshrieker,4.0,['Red'],"['B', 'R', 'W']",None,['Creature'],"['Orc', 'Shaman']",Common,KTK,3,3,None,"Raid — When Mardu Warshrieker enters the battlefield, if you attacked this turn, add {R}{W}{B}."
"Narset, Enlightened Master",6.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",['Legendary'],['Creature'],"['Human', 'Monk']",Mythic,KTK,3,2,None,"First strike, hexproof\nWhenever Narset, Enlightened Master attacks, exile the top four cards of your library. Until end of turn, you may cast noncreature spells from among those cards without paying their mana costs."
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,KTK,None,None,None,({T}: Add {W}.)
Plains,0.0,None,['W'],['Basic'],['Land'],['Plains'],Common,KTK,None,None,None,({T}: Add {W}.)
Monastery Swiftspear,1.0,['Red'],['R'],None,['Creature'],"['Human', 'Monk']",Uncommon,KTK,1,2,None,"Haste\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)"
Mindswipe,2.0,"['Red', 'Blue']","['R', 'U']",None,['Instant'],None,Rare,KTK,None,None,None,Counter target spell unless its controller pays {X}. Mindswipe deals X damage to that spell's controller.
Wooded Foothills,0.0,None,None,None,['Land'],None,Rare,KTK,None,None,None,"{T}, Pay 1 life, Sacrifice Wooded Foothills: Search your library for a Mountain or Forest card, put it onto the battlefield, then shuffle."
Mardu Heart-Piercer,4.0,['Red'],['R'],None,['Creature'],"['Human', 'Archer']",Uncommon,KTK,2,3,None,"Raid — When Mardu Heart-Piercer enters the battlefield, if you attacked this turn, Mardu Heart-Piercer deals 2 damage to any target."
Master the Way,5.0,"['Red', 'Blue']","['R', 'U']",None,['Sorcery'],None,Uncommon,KTK,None,None,None,Draw a card. Master the Way deals damage to any target equal to the number of cards in your hand.
Windswept Heath,0.0,None,None,None,['Land'],None,Rare,KTK,None,None,None,"{T}, Pay 1 life, Sacrifice Windswept Heath: Search your library for a Forest or Plains card, put it onto the battlefield, then shuffle."
Leaping Master,2.0,['Red'],"['R', 'W']",None,['Creature'],"['Human', 'Monk']",Common,KTK,2,1,None,{2}{W}: Leaping Master gains flying until end of turn.
Mardu Roughrider,5.0,"['Black', 'Red', 'White']","['B', 'R', 'W']",None,['Creature'],"['Orc', 'Warrior']",Uncommon,KTK,5,4,None,"Whenever Mardu Roughrider attacks, target creature can't block this turn."
Wind-Scarred Crag,0.0,None,"['R', 'W']",None,['Land'],None,Common,KTK,None,None,None,"Wind-Scarred Crag enters the battlefield tapped.\nWhen Wind-Scarred Crag enters the battlefield, you gain 1 life.\n{T}: Add {R} or {W}."
Jeering Instigator,2.0,['Red'],['R'],None,['Creature'],"['Goblin', 'Rogue']",Rare,KTK,2,1,None,"Morph {2}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Jeering Instigator is turned face up, if it's your turn, gain control of another target creature until end of turn. Untap that creature. It gains haste until end of turn."
Mardu Charm,3.0,"['Black', 'Red', 'White']","['B', 'R', 'W']",None,['Instant'],None,Uncommon,KTK,None,None,None,"Choose one —\n• Mardu Charm deals 4 damage to target creature.\n• Create two 1/1 white Warrior creature tokens. They gain first strike until end of turn.\n• Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card."
Tranquil Cove,0.0,None,"['U', 'W']",None,['Land'],None,Common,KTK,None,None,None,"Tranquil Cove enters the battlefield tapped.\nWhen Tranquil Cove enters the battlefield, you gain 1 life.\n{T}: Add {W} or {U}."
Howl of the Horde,3.0,['Red'],['R'],None,['Sorcery'],None,Rare,KTK,None,None,None,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.\nRaid — If you attacked this turn, when you cast your next instant or sorcery spell this turn, copy that spell an additional time. You may choose new targets for the copy."
Mardu Ascendancy,3.0,"['Black', 'Red', 'White']","['B', 'R', 'W']",None,['Enchantment'],None,Rare,KTK,None,None,None,"Whenever a nontoken creature you control attacks, create a 1/1 red Goblin creature token that's tapped and attacking.\nSacrifice Mardu Ascendancy: Creatures you control get +0/+3 until end of turn."
Tomb of the Spirit Dragon,0.0,None,None,None,['Land'],None,Uncommon,KTK,None,None,None,"{T}: Add {C}.\n{2}, {T}: You gain 1 life for each colorless creature you control."
Goblinslide,3.0,['Red'],['R'],None,['Enchantment'],None,Uncommon,KTK,None,None,None,"Whenever you cast a noncreature spell, you may pay {1}. If you do, create a 1/1 red Goblin creature token with haste."
Mantis Rider,3.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",None,['Creature'],"['Human', 'Monk']",Rare,KTK,3,3,None,"Flying, vigilance, haste"
Thornwood Falls,0.0,None,"['G', 'U']",None,['Land'],None,Common,KTK,None,None,None,"Thornwood Falls enters the battlefield tapped.\nWhen Thornwood Falls enters the battlefield, you gain 1 life.\n{T}: Add {G} or {U}."
Swiftwater Cliffs,0.0,None,"['R', 'U']",None,['Land'],None,Common,KTK,None,None,None,"Swiftwater Cliffs enters the battlefield tapped.\nWhen Swiftwater Cliffs enters the battlefield, you gain 1 life.\n{T}: Add {U} or {R}."
Hordeling Outburst,3.0,['Red'],['R'],None,['Sorcery'],None,Uncommon,KTK,None,None,None,Create three 1/1 red Goblin creature tokens.
Kin-Tree Invocation,2.0,"['Black', 'Green']","['B', 'G']",None,['Sorcery'],None,Uncommon,KTK,None,None,None,"Create an X/X black and green Spirit Warrior creature token, where X is the greatest toughness among creatures you control."
Scoured Barrens,0.0,None,"['B', 'W']",None,['Land'],None,Common,KTK,None,None,None,"Scoured Barrens enters the battlefield tapped.\nWhen Scoured Barrens enters the battlefield, you gain 1 life.\n{T}: Add {W} or {B}."
Horde Ambusher,2.0,['Red'],['R'],None,['Creature'],"['Human', 'Berserker']",Uncommon,KTK,2,2,None,"Whenever Horde Ambusher blocks, it deals 1 damage to you.\nMorph—Reveal a red card in your hand. (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Horde Ambusher is turned face up, target creature can't block this turn."
Kheru Lich Lord,6.0,"['Black', 'Green', 'Blue']","['B', 'G', 'U']",None,['Creature'],"['Zombie', 'Wizard']",Rare,KTK,4,4,None,"At the beginning of your upkeep, you may pay {2}{B}. If you do, return a creature card at random from your graveyard to the battlefield. It gains flying, trample, and haste. Exile that card at the beginning of your next end step. If it would leave the battlefield, exile it instead of putting it anywhere else."
Sandsteppe Citadel,0.0,None,"['B', 'G', 'W']",None,['Land'],None,Uncommon,KTK,None,None,None,"Sandsteppe Citadel enters the battlefield tapped.\n{T}: Add {W}, {B}, or {G}."
Canyon Lurkers,5.0,['Red'],['R'],None,['Creature'],"['Human', 'Rogue']",Common,KTK,5,2,None,Morph {3}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)
Jeskai Charm,3.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",None,['Instant'],None,Uncommon,KTK,None,None,None,Choose one —\n• Put target creature on top of its owner's library.\n• Jeskai Charm deals 4 damage to target opponent or planeswalker.\n• Creatures you control get +1/+1 and gain lifelink until end of turn.
Rugged Highlands,0.0,None,"['G', 'R']",None,['Land'],None,Common,KTK,None,None,None,"Rugged Highlands enters the battlefield tapped.\nWhen Rugged Highlands enters the battlefield, you gain 1 life.\n{T}: Add {R} or {G}."
Bring Low,4.0,['Red'],['R'],None,['Instant'],None,Common,KTK,None,None,None,"Bring Low deals 3 damage to target creature. If that creature has a +1/+1 counter on it, Bring Low deals 5 damage to it instead."
Jeskai Ascendancy,3.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",None,['Enchantment'],None,Rare,KTK,None,None,None,"Whenever you cast a noncreature spell, creatures you control get +1/+1 until end of turn. Untap those creatures.\nWhenever you cast a noncreature spell, you may draw a card. If you do, discard a card."
Polluted Delta,0.0,None,None,None,['Land'],None,Rare,KTK,None,None,None,"{T}, Pay 1 life, Sacrifice Polluted Delta: Search your library for an Island or Swamp card, put it onto the battlefield, then shuffle."
Dragon-Style Twins,5.0,['Red'],['R'],None,['Creature'],"['Human', 'Monk']",Rare,KTK,3,3,None,"Double strike\nProwess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)"
Ivorytusk Fortress,5.0,"['Black', 'Green', 'White']","['B', 'G', 'W']",None,['Creature'],['Elephant'],Rare,KTK,5,7,None,Untap each creature you control with a +1/+1 counter on it during each other player's untap step.
Opulent Palace,0.0,None,"['B', 'G', 'U']",None,['Land'],None,Uncommon,KTK,None,None,None,"Opulent Palace enters the battlefield tapped.\n{T}: Add {B}, {G}, or {U}."
Dragon Grip,3.0,['Red'],['R'],None,['Enchantment'],['Aura'],Uncommon,KTK,None,None,None,"Ferocious — If you control a creature with power 4 or greater, you may cast Dragon Grip as though it had flash. (You may cast it any time you could cast an instant.)\nEnchant creature\nEnchanted creature gets +2/+0 and has first strike."
Icefeather Aven,2.0,"['Green', 'Blue']","['G', 'U']",None,['Creature'],"['Bird', 'Shaman']",Uncommon,KTK,2,2,None,"Flying\nMorph {1}{G}{U} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Icefeather Aven is turned face up, you may return another target creature to its owner's hand."
Nomad Outpost,0.0,None,"['B', 'R', 'W']",None,['Land'],None,Uncommon,KTK,None,None,None,"Nomad Outpost enters the battlefield tapped.\n{T}: Add {R}, {W}, or {B}."
Crater's Claws,1.0,['Red'],['R'],None,['Sorcery'],None,Rare,KTK,None,None,None,Crater's Claws deals X damage to any target.\nFerocious — Crater's Claws deals X plus 2 damage instead if you control a creature with power 4 or greater.
Highspire Mantis,4.0,"['Red', 'White']","['R', 'W']",None,['Creature'],['Insect'],Uncommon,KTK,3,3,None,"Flying, trample"
Mystic Monastery,0.0,None,"['R', 'U', 'W']",None,['Land'],None,Uncommon,KTK,None,None,None,"Mystic Monastery enters the battlefield tapped.\n{T}: Add {U}, {R}, or {W}."
Barrage of Boulders,3.0,['Red'],['R'],None,['Sorcery'],None,Common,KTK,None,None,None,"Barrage of Boulders deals 1 damage to each creature you don't control.\nFerocious — If you control a creature with power 4 or greater, creatures can't block this turn."
Flying Crane Technique,6.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",None,['Instant'],None,Rare,KTK,None,None,None,Untap all creatures you control. They gain flying and double strike until end of turn.
Jungle Hollow,0.0,None,"['B', 'G']",None,['Land'],None,Common,KTK,None,None,None,"Jungle Hollow enters the battlefield tapped.\nWhen Jungle Hollow enters the battlefield, you gain 1 life.\n{T}: Add {B} or {G}."
Ashcloud Phoenix,4.0,['Red'],['R'],None,['Creature'],['Phoenix'],Mythic,KTK,4,1,None,"Flying\nWhen Ashcloud Phoenix dies, return it to the battlefield face down under your control.\nMorph {4}{R}{R} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)\nWhen Ashcloud Phoenix is turned face up, it deals 2 damage to each player."
Efreet Weaponmaster,6.0,"['Red', 'Blue', 'White']","['R', 'U', 'W']",None,['Creature'],"['Efreet', 'Monk']",Common,KTK,4,3,None,"First strike\nWhen Efreet Weaponmaster enters the battlefield or is turned face up, another target creature you control gets +3/+0 until end of turn.\nMorph {2}{U}{R}{W} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)"
Frontier Bivouac,0.0,None,"['G', 'R', 'U']",None,['Land'],None,Uncommon,KTK,None,None,None,"Frontier Bivouac enters the battlefield tapped.\n{T}: Add {G}, {U}, or {R}."
Arrow Storm,5.0,['Red'],['R'],None,['Sorcery'],None,Common,KTK,None,None,None,"Arrow Storm deals 4 damage to any target.\nRaid — If you attacked this turn, instead Arrow Storm deals 5 damage to that permanent or player and the damage can't be prevented."
Duneblast,7.0,"['Black', 'Green', 'White']","['B', 'G', 'W']",None,['Sorcery'],None,Rare,KTK,None,None,None,Choose up to one creature. Destroy the rest.
Flooded Strand,0.0,None,None,None,['Land'],None,Rare,KTK,None,None,None,"{T}, Pay 1 life, Sacrifice Flooded Strand: Search your library for a Plains or Island card, put it onto the battlefield, then shuffle."
Bellowing Saddlebrute,4.0,['Black'],['B'],None,['Creature'],"['Orc', 'Warrior']",Uncommon,KTK,4,5,None,"Raid — When Bellowing Saddlebrute enters the battlefield, you lose 4 life unless you attacked this turn."
Arc Lightning,3.0,['Red'],['R'],None,['Sorcery'],None,Uncommon,KTK,None,None,None,"Arc Lightning deals 3 damage divided as you choose among one, two, or three targets."
Winterflame,3.0,"['Red', 'Blue']","['R', 'U']",None,['Instant'],None,Uncommon,KTK,None,None,None,Choose one or both —\n• Tap target creature.\n• Winterflame deals 2 damage to target creature.
