Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Era of Innovation,2.0,['Blue'],['U'],None,['Enchantment'],None,Uncommon,KLR,None,None,None,"Whenever an artifact or Artificer enters the battlefield under your control, you may pay {1}. If you do, you get {E}{E} (two energy counters).\nPay {E}{E}{E}{E}{E}{E}, Sacrifice Era of Innovation: Draw three cards."
Disallow,3.0,['Blue'],['U'],None,['Instant'],None,Rare,KLR,None,None,None,"Counter target spell, activated ability, or triggered ability. (Mana abilities can't be targeted.)"
Mobile Garrison,3.0,None,None,None,['Artifact'],['Vehicle'],Common,KLR,3,4,None,"Whenever Mobile Garrison attacks, untap another target artifact or creature you control.\nCrew 2 (Tap any number of creatures you control with total power 2 or more: This Vehicle becomes an artifact creature until end of turn.)"
Confiscation Coup,5.0,['Blue'],['U'],None,['Sorcery'],None,Rare,KLR,None,None,None,"Choose target artifact or creature. You get {E}{E}{E}{E} (four energy counters), then you may pay an amount of {E} equal to that permanent's mana value. If you do, gain control of it."
Druid of the Cowl,2.0,['Green'],['G'],None,['Creature'],"['Elf', 'Druid']",Common,KLR,1,3,None,{T}: Add {G}.
Metalwork Colossus,11.0,None,None,None,"['Artifact', 'Creature']",['Construct'],Rare,KLR,10,10,None,"This spell costs {X} less to cast, where X is the total mana value of noncreature artifacts you control.\nSacrifice two artifacts: Return Metalwork Colossus from your graveyard to your hand."
Ceremonious Rejection,1.0,['Blue'],['U'],None,['Instant'],None,Uncommon,KLR,None,None,None,Counter target colorless spell.
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,KLR,None,None,None,({T}: Add {G}.)
Metallic Mimic,2.0,None,None,None,"['Artifact', 'Creature']",['Shapeshifter'],Rare,KLR,2,1,None,"As Metallic Mimic enters the battlefield, choose a creature type.\nMetallic Mimic is the chosen type in addition to its other types.\nEach other creature you control of the chosen type enters the battlefield with an additional +1/+1 counter on it."
Forest,0.0,None,['G'],['Basic'],['Land'],['Forest'],Common,KLR,None,None,None,({T}: Add {G}.)
Merchant's Dockhand,1.0,None,['U'],None,"['Artifact', 'Creature']",['Construct'],Rare,KLR,1,2,None,"{3}{U}, {T}, Tap X untapped artifacts you control: Look at the top X cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order."
Lifecrafter's Bestiary,3.0,None,['G'],None,['Artifact'],None,Rare,KLR,None,None,None,"At the beginning of your upkeep, scry 1.\nWhenever you cast a creature spell, you may pay {G}. If you do, draw a card."
Commencement of Festivities,2.0,['Green'],['G'],None,['Instant'],None,Common,KLR,None,None,None,Prevent all combat damage that would be dealt to players this turn.
Skywhaler's Shot,3.0,['White'],['W'],None,['Instant'],None,Uncommon,KLR,None,None,None,Destroy target creature with power 3 or greater. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)
Baral's Expertise,5.0,['Blue'],['U'],None,['Sorcery'],None,Rare,KLR,None,None,None,Return up to three target artifacts and/or creatures to their owners' hands.\nYou may cast a spell with mana value 4 or less from your hand without paying its mana cost.
Salivating Gremlins,3.0,['Red'],['R'],None,['Creature'],['Gremlin'],Common,KLR,2,3,None,"Whenever an artifact enters the battlefield under your control, Salivating Gremlins gets +2/+0 and gains trample until end of turn."
Servo Exhibition,2.0,['White'],['W'],None,['Sorcery'],None,Uncommon,KLR,None,None,None,Create two 1/1 colorless Servo artifact creature tokens.
"Baral, Chief of Compliance",2.0,['Blue'],['U'],['Legendary'],['Creature'],"['Human', 'Wizard']",Rare,KLR,1,3,None,"Instant and sorcery spells you cast cost {1} less to cast.\nWhenever a spell or ability you control counters a spell, you may draw a card. If you do, discard a card."
Ruinous Gremlin,1.0,['Red'],['R'],None,['Creature'],['Gremlin'],Common,KLR,1,1,None,"{2}{R}, Sacrifice Ruinous Gremlin: Destroy target artifact."
Revoke Privileges,3.0,['White'],['W'],None,['Enchantment'],['Aura'],Common,KLR,None,None,None,"Enchant creature\nEnchanted creature can't attack, block, or crew Vehicles."
Reckless Fireweaver,2.0,['Red'],['R'],None,['Creature'],"['Human', 'Artificer']",Common,KLR,1,3,None,"Whenever an artifact enters the battlefield under your control, Reckless Fireweaver deals 1 damage to each opponent."
Monstrous Onslaught,5.0,['Green'],['G'],None,['Sorcery'],None,Uncommon,KLR,None,None,None,"Monstrous Onslaught deals X damage divided as you choose among any number of target creatures, where X is the greatest power among creatures you control as you cast this spell."
Restoration Specialist,2.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Artificer']",Uncommon,KLR,2,1,None,"{W}, Sacrifice Restoration Specialist: Return up to one target artifact card and up to one target enchantment card from your graveyard to your hand."
Aether Tradewinds,3.0,['Blue'],['U'],None,['Instant'],None,Common,KLR,None,None,None,Return target permanent you control and target permanent you don't control to their owners' hands.
Ravenous Intruder,2.0,['Red'],['R'],None,['Creature'],['Gremlin'],Uncommon,KLR,1,2,None,Sacrifice an artifact: Ravenous Intruder gets +2/+2 until end of turn.
Refurbish,4.0,['White'],['W'],None,['Sorcery'],None,Uncommon,KLR,None,None,None,Return target artifact card from your graveyard to the battlefield.
Aether Theorist,2.0,['Blue'],['U'],None,['Creature'],"['Vedalken', 'Rogue']",Common,KLR,1,3,None,"When Aether Theorist enters the battlefield, you get {E}{E}{E} (three energy counters).\n{T}, Pay {E}: Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)"
Quicksmith Rebel,4.0,['Red'],['R'],None,['Creature'],"['Human', 'Artificer']",Rare,KLR,3,2,None,"When Quicksmith Rebel enters the battlefield, target artifact you control gains ""{T}: This artifact deals 2 damage to any target"" for as long as you control Quicksmith Rebel."
Propeller Pioneer,4.0,['White'],['W'],None,['Creature'],"['Human', 'Artificer']",Common,KLR,2,1,None,"Flying\nFabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)"
Aether Swooper,2.0,['Blue'],['U'],None,['Creature'],"['Vedalken', 'Artificer']",Common,KLR,1,2,None,"Flying\nWhen Aether Swooper enters the battlefield, you get {E}{E} (two energy counters).\nWhenever Aether Swooper attacks, you may pay {E}{E}. If you do, create a 1/1 colorless Servo artifact creature token."
Quicksmith Genius,3.0,['Red'],['R'],None,['Creature'],"['Human', 'Artificer']",Uncommon,KLR,3,2,None,"Whenever an artifact enters the battlefield under your control, you may discard a card. If you do, draw a card."
Master Trinketeer,3.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Artificer']",Rare,KLR,3,2,None,Servos and Thopters you control get +1/+1.\n{3}{W}: Create a 1/1 colorless Servo artifact creature token.
Aether Meltdown,2.0,['Blue'],['U'],None,['Enchantment'],['Aura'],Uncommon,KLR,None,None,None,"Flash (You may cast this spell any time you could cast an instant.)\nEnchant creature or Vehicle\nWhen Aether Meltdown enters the battlefield, you get {E}{E} (two energy counters).\nEnchanted creature gets -4/-0."
Precise Strike,1.0,['Red'],['R'],None,['Instant'],None,Common,KLR,None,None,None,Target creature gets +1/+0 and gains first strike until end of turn.
Inspired Charge,4.0,['White'],['W'],None,['Instant'],None,Common,KLR,None,None,None,Creatures you control get +2/+1 until end of turn.
Pia Nalaar,3.0,['Red'],['R'],['Legendary'],['Creature'],"['Human', 'Artificer']",Rare,KLR,2,2,None,"When Pia Nalaar enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.\n{1}{R}: Target artifact creature gets +1/+0 until end of turn.\n{1}, Sacrifice an artifact: Target creature can't block this turn."
Hunt the Weak,4.0,['Green'],['G'],None,['Sorcery'],None,Common,KLR,None,None,None,Put a +1/+1 counter on target creature you control. Then that creature fights target creature you don't control. (Each deals damage equal to its power to the other.)
Impeccable Timing,2.0,['White'],['W'],None,['Instant'],None,Common,KLR,None,None,None,Impeccable Timing deals 3 damage to target attacking or blocking creature.
Lathnu Sailback,5.0,['Red'],['R'],None,['Creature'],['Lizard'],Common,KLR,5,4,None,None
Highspire Infusion,2.0,['Green'],['G'],None,['Instant'],None,Common,KLR,None,None,None,Target creature gets +3/+3 until end of turn. You get {E}{E} (two energy counters).
Herald of the Fair,3.0,['White'],['W'],None,['Creature'],['Human'],Common,KLR,3,2,None,"When Herald of the Fair enters the battlefield, target creature you control gets +1/+1 until end of turn."
Wispweaver Angel,6.0,['White'],['W'],None,['Creature'],['Angel'],Uncommon,KLR,4,4,None,"Flying\nWhen Wispweaver Angel enters the battlefield, you may exile another target creature you control, then return that card to the battlefield under its owner's control."
Kari Zev's Expertise,3.0,['Red'],['R'],None,['Sorcery'],None,Rare,KLR,None,None,None,Gain control of target creature or Vehicle until end of turn. Untap it. It gains haste until end of turn.\nYou may cast a spell with mana value 2 or less from your hand without paying its mana cost.
Glint-Sleeve Artisan,3.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Artificer']",Common,KLR,2,2,None,"Fabricate 1 (When this creature enters the battlefield, put a +1/+1 counter on it or create a 1/1 colorless Servo artifact creature token.)"
Visionary Augmenter,4.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Artificer']",Uncommon,KLR,2,1,None,"Fabricate 2 (When this creature enters the battlefield, put two +1/+1 counters on it or create two 1/1 colorless Servo artifact creature tokens.)"
"Kari Zev, Skyship Raider",2.0,['Red'],['R'],['Legendary'],['Creature'],"['Human', 'Pirate']",Rare,KLR,1,3,None,"First strike, menace\nWhenever Kari Zev, Skyship Raider attacks, create Ragavan, a legendary 2/1 red Monkey creature token. Ragavan enters the battlefield tapped and attacking. Exile that token at end of combat."
Gearshift Ace,2.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Pilot']",Uncommon,KLR,2,1,None,"First strike\nWhenever Gearshift Ace crews a Vehicle, that Vehicle gains first strike until end of turn."
Toolcraft Exemplar,1.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Artificer']",Rare,KLR,1,1,None,"At the beginning of combat on your turn, if you control an artifact, Toolcraft Exemplar gets +2/+1 until end of turn. If you control three or more artifacts, it also gains first strike until end of turn."
Invigorated Rampage,2.0,['Red'],['R'],None,['Instant'],None,Uncommon,KLR,None,None,None,Choose one —\n• Target creature gets +4/+0 and gains trample until end of turn.\n• Two target creatures each get +2/+0 and gain trample until end of turn.
Fumigate,5.0,['White'],['W'],None,['Sorcery'],None,Rare,KLR,None,None,None,Destroy all creatures. You gain 1 life for each creature destroyed this way.
Thopter Arrest,3.0,['White'],['W'],None,['Enchantment'],None,Uncommon,KLR,None,None,None,"When Thopter Arrest enters the battlefield, exile target artifact or creature an opponent controls until Thopter Arrest leaves the battlefield."
Inventor's Apprentice,1.0,['Red'],['R'],None,['Creature'],"['Human', 'Artificer']",Uncommon,KLR,1,2,None,Inventor's Apprentice gets +1/+1 as long as you control an artifact.
Fragmentize,1.0,['White'],['W'],None,['Sorcery'],None,Common,KLR,None,None,None,Destroy target artifact or enchantment with mana value 4 or less.
Indomitable Creativity,3.0,['Red'],['R'],None,['Sorcery'],None,Mythic,KLR,None,None,None,"Destroy X target artifacts and/or creatures. For each permanent destroyed this way, its controller reveals cards from the top of their library until an artifact or creature card is revealed and exiles that card. Those players put the exiled cards onto the battlefield, then shuffle."
Creeping Mold,4.0,['Green'],['G'],None,['Sorcery'],None,Uncommon,KLR,None,None,None,"Destroy target artifact, enchantment, or land."
Fairgrounds Warden,3.0,['White'],['W'],None,['Creature'],"['Dwarf', 'Soldier']",Uncommon,KLR,1,3,None,"When Fairgrounds Warden enters the battlefield, exile target creature an opponent controls until Fairgrounds Warden leaves the battlefield."
Sram's Expertise,4.0,['White'],['W'],None,['Sorcery'],None,Rare,KLR,None,None,None,Create three 1/1 colorless Servo artifact creature tokens.\nYou may cast a spell with mana value 3 or less from your hand without paying its mana cost.
Hungry Flames,3.0,['Red'],['R'],None,['Instant'],None,Uncommon,KLR,None,None,None,Hungry Flames deals 3 damage to target creature and 2 damage to target player or planeswalker.
Aeronaut Admiral,4.0,['White'],['W'],None,['Creature'],"['Human', 'Pilot']",Uncommon,KLR,3,1,None,Flying\nVehicles you control have flying.
