Name,CMC,Colors,Color identity,Supertypes,Types,Subtypes,Rarity,Set,Power,Toughness,Loyalty,Text
Phantasmal Dragon,4.0,['Blue'],['U'],None,['Creature'],"['Dragon', 'Illusion']",Uncommon,PMEI,5,5,None,"Flying\nWhen Phantasmal Dragon becomes the target of a spell or ability, sacrifice it."
Sandbar Crocodile,5.0,['Blue'],['U'],None,['Creature'],['Crocodile'],Common,PMEI,6,5,None,"Phasing (This phases in or out before you untap during each of your untap steps. While it's phased out, it's treated as though it doesn't exist.)"
Sprite Dragon,2.0,"['Red', 'Blue']","['R', 'U']",None,['Creature'],"['Faerie', 'Dragon']",Rare,PMEI,1,1,None,"Flying, haste\nWhenever you cast a noncreature spell, put a +1/+1 counter on Sprite Dragon."
Hypnotic Sprite // Mesmeric Glare,2.0,['Blue'],['U'],None,['Creature'],['Faerie'],Rare,PMEI,2,1,None,Flying
Kuldotha Phoenix,5.0,['Red'],['R'],None,['Creature'],['Phoenix'],Rare,PMEI,4,4,None,"Flying, haste\nMetalcraft — {4}: Return Kuldotha Phoenix from your graveyard to the battlefield. Activate only during your upkeep and only if you control three or more artifacts."
Dark Ritual,1.0,['Black'],['B'],None,['Instant'],None,Rare,PMEI,None,None,None,Add {B}{B}{B}.
Staggering Insight,2.0,"['Blue', 'White']","['U', 'W']",None,['Enchantment'],['Aura'],Rare,PMEI,None,None,None,"Enchant creature\nEnchanted creature gets +1/+1 and has lifelink and ""Whenever this creature deals combat damage to a player, draw a card."""
Chandra's Outrage,4.0,['Red'],['R'],None,['Instant'],None,Common,PMEI,None,None,None,Chandra's Outrage deals 4 damage to target creature and 2 damage to that creature's controller.
"Daxos, Blessed by the Sun",2.0,['White'],['W'],['Legendary'],"['Enchantment', 'Creature']",['Demigod'],Uncommon,PMEI,2,*,None,"Daxos's toughness is equal to your devotion to white. (Each {W} in the mana costs of permanents you control counts toward your devotion to white.)\nWhenever another creature you control enters the battlefield or dies, you gain 1 life."
Cunning Sparkmage,3.0,['Red'],['R'],None,['Creature'],"['Human', 'Shaman']",Uncommon,PMEI,0,1,None,Haste\n{T}: Cunning Sparkmage deals 1 damage to any target.
Darksteel Juggernaut,5.0,None,None,None,"['Artifact', 'Creature']",['Juggernaut'],Rare,PMEI,*,*,None,Indestructible\nDarksteel Juggernaut's power and toughness are each equal to the number of artifacts you control.\nDarksteel Juggernaut attacks each combat if able.
Shock,1.0,['Red'],['R'],None,['Instant'],None,Rare,PMEI,None,None,None,Shock deals 2 damage to any target.
Warmonger,4.0,['Red'],['R'],None,['Creature'],"['Minotaur', 'Monger']",Uncommon,PMEI,3,3,None,{2}: Warmonger deals 1 damage to each creature without flying and each player. Any player may activate this ability.
Archangel,7.0,['White'],['W'],None,['Creature'],['Angel'],Rare,PMEI,5,5,None,"Flying, vigilance"
Cast Down,2.0,['Black'],['B'],None,['Instant'],None,Uncommon,PMEI,None,None,None,Destroy target nonlegendary creature.
Duress,1.0,['Black'],['B'],None,['Sorcery'],None,Rare,PMEI,None,None,None,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card."
Lava Coil,2.0,['Red'],['R'],None,['Sorcery'],None,Uncommon,PMEI,None,None,None,"Lava Coil deals 4 damage to target creature. If that creature would die this turn, exile it instead."
Shivan Dragon,6.0,['Red'],['R'],None,['Creature'],['Dragon'],Rare,PMEI,5,5,None,Flying (This creature can't be blocked except by creatures with flying or reach.)\n{R}: Shivan Dragon gets +1/+0 until end of turn.
Phyrexian Rager,3.0,['Black'],['B'],None,['Creature'],"['Phyrexian', 'Horror']",Common,PMEI,2,2,None,"When Phyrexian Rager enters the battlefield, you draw a card and you lose 1 life."
Silver Drake,3.0,"['Blue', 'White']","['U', 'W']",None,['Creature'],['Drake'],Common,PMEI,3,3,None,"Flying\nWhen Silver Drake enters the battlefield, return a white or blue creature you control to its owner's hand."
Blue Elemental Blast,1.0,['Blue'],['U'],None,['Instant'],None,Common,PMEI,None,None,None,Choose one —\n• Counter target red spell.\n• Destroy target red permanent.
Jamuraan Lion,3.0,['White'],['W'],None,['Creature'],['Cat'],Common,PMEI,3,1,None,"{W}, {T}: Target creature can't block this turn."
Spined Wurm,5.0,['Green'],['G'],None,['Creature'],['Wurm'],Common,PMEI,5,4,None,None
Lightning Hounds,4.0,['Red'],['R'],None,['Creature'],['Dog'],Common,PMEI,3,2,None,First strike
Scent of Cinder,2.0,['Red'],['R'],None,['Sorcery'],None,Common,PMEI,None,None,None,"Reveal any number of red cards in your hand. Scent of Cinder deals X damage to any target, where X is the number of cards revealed this way."
Ascendant Evincar,6.0,['Black'],['B'],['Legendary'],['Creature'],"['Phyrexian', 'Vampire', 'Noble']",Rare,PMEI,3,3,None,Flying (This creature can't be blocked except by creatures with flying or reach.)\nOther black creatures get +1/+1.\nNonblack creatures get -1/-1.
Parallax Dementia,2.0,['Black'],['B'],None,['Enchantment'],['Aura'],Common,PMEI,None,None,None,"Enchant creature\nFading 1 (This enchantment enters the battlefield with one fade counter on it. At the beginning of your upkeep, remove a fade counter from it. If you can't, sacrifice it.)\nEnchanted creature gets +3/+2.\nWhen Parallax Dementia leaves the battlefield, destroy enchanted creature. That creature can't be regenerated."
Thorn Elemental,7.0,['Green'],['G'],None,['Creature'],['Elemental'],Rare,PMEI,7,7,None,You may have Thorn Elemental assign its combat damage as though it weren't blocked.
Stream of Life,1.0,['Green'],['G'],None,['Sorcery'],None,Common,PMEI,None,None,None,Target player gains X life.
